param_01,param_06,param_02,param_07,param_08,command_type,command_id,drama_id,param_05,param_03,param_04
107711,0,"아가씨와 떨어지고 말았어요…\n미아라니, 메이드 실격이에요~",0,0.5,11,19150014,915,0,10,1
3.2,"",1,"","",93,19150015,915,"","",""
1.5,"",0,"","",93,19150016,915,"","",""
19150014,"","","","",91,19150017,915,"","",""
107711,0.1,15_suzume_walk_in,0.1,"",3,19150018,915,1,0,15_suzume_walk_loop
110311,"",-100,"","",2,19150019,915,"",-180,11.9779411764706
2,"",-100,"","",2,19150020,915,"",-180,11.9779411764706
110311,"",-100,"","",33,19150021,915,"",-180,11.9779411764706
107711,"",460,"","",2,19150022,915,"",-15,4.22794117647059
19150022,"","","","",91,19150023,915,"","",""
107711,0.1,15_suzume_turn_in,0.1,"",3,19150024,915,1,0,15_suzume_turn_loop
0.6,"",0,"","",93,19150025,915,"","",""
vo_fpc,"",vo_fpc_21501,"","",21,19150026,915,"","",0
107711,-15,"저건… 아가씨~!\n지금 갈게요!",0,0.5,11,19150027,915,0,20,1
1.7,"",0,"","",93,19150028,915,"","",""
110311,0.3,15_saren_notice_in,0.1,"",3,19150029,915,1,0,15_saren_notice_loop
2,0.3,cmn_boat_idle,"","",3,19150030,915,"",1,""
0.35,"",0,"","",93,19150031,915,"","",""
1.5,"",0,"","",93,19150032,915,"","",""
107711,"",330,"","",2,19150033,915,"",-15,0.5
107711,0.2,15_suzume_run,0.1,"",3,19150034,915,"",1,""
vo_fpc,"",vo_fpc_21502,"","",21,19150035,915,"","",0
110311,0,"스즈메?\n앗, 뛰면 위험…",0,-0.5,11,19150036,915,0,100,1
0.5,"",0,"","",93,19150037,915,"","",""
107711,0.1,15_suzume_fallDown,"","",3,19150038,915,"",0,""
1.3,"",0,"","",93,19150039,915,"","",""
vo_fpc,"",vo_fpc_21503,"","",21,19150040,915,"","",0
107711,0,"꺄아아아~!",0,-1.5,11,19150041,915,0,150,1
110311,0.1,15_saren_rise_in,0.1,"",3,19150042,915,1,0,15_saren_rise_loop
2,0.1,cmn_boat_idle,"","",3,19150043,915,"",1,""
0.5,"",0,"","",93,19150044,915,"","",""
107711,0.1,1,"","",6,19150045,915,0,1,1
109,"",1,"","",32,19150046,915,"","",""
1,"",0,"","",93,19150047,915,"","",""
107711,"",330,"","",2,19150048,915,"",-125,0
107711,0.4,1,"","",6,19150049,915,1,1,1
107711,0.1,15_suzume_drown_in,0.1,"",3,19150050,915,1,0,15_suzume_drown_loop
107711,"",800,"","",2,19150051,915,"",-125,2.76470588235294
4,"",800,"","",33,19150052,915,"",-125,2.76470588235294
19150019,"","","","",91,19150053,915,"","",""
110311,"",900,"","",2,19150054,915,"",-180,7.35294117647059
2,"",900,"","",2,19150055,915,"",-180,7.35294117647059
110311,"",900,"","",33,19150056,915,"",-180,7.35294117647059
vo_fpc,"",vo_fpc_21504,"","",21,19150057,915,"","",0
110311,0,"스, 스즈메?\n스즈메~!?",0,0.5,11,19150058,915,0,10,1
0,"","","","",91,19150059,915,"","",""
1.5,"",0,"","",93,19150060,915,"","",""
19150054,"","","","",91,19150061,915,"","",s
1,1.4875,113111,0,cmn_walk,1,19160001,916,-15,12,-750
1,1.4875,113311,0,16_nanaka_run,1,19160002,916,-15,12,750
1,1.75,117411,0,cmn_swm_diving,1,19160003,916,-180,22,-850
1,1.75,117011,0,cmn_swm_diving,1,19160004,916,-180,22,-2500
7,1.75,7,0,none,5,19160005,916,-180,22,50
1,1.75,11,0,cmn_floatRing_pink,5,19160006,916,-180,22,-1375
1,1.75,12,0,cmn_float_item_01_Ball,5,19160007,916,-125,12,-2500
4,1,11,"","",31,19160008,916,1,-1375,-180
4,1,12,"","",31,19160009,916,1,-2500,-125
9,1,91,"","",31,19160010,916,1,-850,-180
9,1,92,"","",31,19160011,916,1,-2500,-180
1015,0,1015,"","",31,19160012,916,1,-183,155
1013,0,1013,"","",31,19160013,916,1,50,-180
se_10053800,"",se_fpc_water_random,"","",23,19160014,916,"",1,""
19160013,"",0,"","",91,19160015,916,"","",""
117411,"",2500,"","",2,19160016,916,"",-180,19.7058823529412
91,"",2500,"","",33,19160017,916,"",-180,19.7058823529412
11,"",1975,"","",2,19160018,916,"",-180,24.6323529411765
11,"",1975,"","",33,19160019,916,"",-180,24.6323529411765
117011,"",850,"","",2,19160020,916,"",-180,19.7058823529412
92,"",850,"","",33,19160021,916,"",-180,19.7058823529412
12,"",850,"","",2,19160022,916,"",-125,24.6323529411765
12,"",850,"","",33,19160023,916,"",-125,24.6323529411765
3,"",0,"","",93,19160024,916,"","",""
113111,"",-150,"","",2,19160025,916,"",-15,4.41176470588235
19160025,"","","","",91,19160026,916,"","",""
113111,0.3,16_ruka_think,"","",3,19160027,916,"",1,""
1015,"",1,"","",32,19160028,916,"","",""
vo_fpc,"",vo_fpc_21600,"","",21,19160029,916,"","",0
0.6,"",0,"","",93,19160030,916,"","",""
1.5,"",0,"","",93,19160031,916,"","",""
113311,"",150,"","",2,19160032,916,"",-15,2.71493212669683
19160032,"","","","",91,19160033,916,"","",""
113311,0.2,16_nanaka_idle_loop,"","",3,19160034,916,"",1,""
vo_fpc,"",vo_fpc_21601,"","",21,19160035,916,"","",0
113311,0,"루~카~ 언니♪\n뭘 보고 있는 거냥?",0,0.5,11,19160036,916,0,10,1
0,"","","","",91,19160037,916,"","",""
0.5,"",0,"","",93,19160038,916,"","",""
113111,0.1,16_ruka_notice_in,0.1,"",3,19160039,916,1,0,16_ruka_notice_loop
vo_fpc,"",vo_fpc_21602,"","",21,19160040,916,"","",0
113111,0,"응? 아니, 딱히 무슨\n생각을 하고 있었던 건 아닌데…",0,0.5,11,19160041,916,0,10,1
0,"","","","",91,19160042,916,"","",""
0.5,"",0,"","",93,19160043,916,"","",""
113311,0.1,16_nanaka_point_in,0.1,"",3,19160044,916,1,0,16_nanaka_point_loop
vo_fpc,"",vo_fpc_21603,"","",21,19160045,916,"","",0
113311,0,"훗훗후, 루카 언니의 생각은\n전부 훤히 보인다고!",0,0.5,11,19160046,916,0,10,1
0,"","","","",91,19160047,916,"","",""
0.5,"",0,"","",93,19160048,916,"","",""
vo_fpc,"",vo_fpc_21604,"","",21,19160049,916,"","",0
113311,0,"즉!\n「봐라! 사람이 물고기 같다!」 맞지?",0,0.5,11,19160050,916,0,10,1
0,"","","","",91,19160051,916,"","",""
0.5,"",0,"","",93,19160052,916,"","",""
113111,0.1,16_ruka_talk_in,0.1,"",3,19160053,916,1,0,16_ruka_talk_loop
vo_fpc,"",vo_fpc_21605,"","",21,19160054,916,"","",0
113111,0,"그런 생각은…\n조금은 하고 말았어…",0,0.5,11,19160055,916,0,10,1
0,"","","","",91,19160056,916,"","",""
0.5,"",0,"","",93,19160057,916,"","",""
113311,0.1,16_nanaka_idle_in,0.1,"",3,19160058,916,1,0,16_nanaka_idle_loop
vo_fpc,"",vo_fpc_21606,"","",21,19160059,916,"","",0
113311,0,"핫핫하, 역시나~♪",0,0.5,11,19160060,916,0,10,1
0,"","","","",91,19160061,916,"","",""
0.5,"",0,"","",93,19160062,916,"","",""
113311,0.1,16_nanaka_turn,0.1,"",3,19160063,916,1,0,cmn_run_def_N
113311,"",750,"","",2,19160064,916,"",-15,2.71493212669683
113111,0.1,cmn_walk,"","",3,19160065,916,"",1,""
113111,"",750,"","",2,19160066,916,"",-15,5.29411764705882
1.5,"",0,"","",93,19160067,916,"","",""
7,"",fish,0.1,"",3,19160068,916,"",0,none
1013,"",1,"","",32,19160069,916,"","",""
3.2,"",0,"","",93,19160070,916,"","",""
19160018,"","","","",91,19160071,916,"","",s
19160064,"","","","",91,19160072,916,"","",s
19160066,"","","","",91,19160073,916,"","",s
1,1.75,126711,0,17_akino_worry,1,19170001,917,-180,23,-950
3,1.75,3,0,empty,5,19170002,917,-180,24,-950
2,1.75,2,0,cmn_boat_idle,5,19170003,917,-180,22,-950
1,1.4875,110311,0,cmn_walk_r,1,19170004,917,-15,12,750
101,1,126711,"","",31,19170005,917,1,-950,-180
se_10053800,"",se_fpc_water_random,"","",23,19170006,917,"",1,""
19170005,"",0,"","",91,19170007,917,"","",""
126711,"",0,"","",2,19170008,917,12,-180,6.98529411764706
3,"",0,"","",2,19170009,917,12,-180,6.98529411764706
2,"",0,"","",2,19170010,917,12,-180,6.98529411764706
126711,"",0,"","",33,19170011,917,12,-180,6.98529411764706
19170008,"","","","",91,19170012,917,"","",""
vo_fpc,"",vo_fpc_21700,"","",21,19170013,917,"","",0
126711,0,"도무지 목적지에 도착하지 않네요…\n설마 또 길을 잃은 건가요?\n메르쿠리조트는 저희 집 마당…\n그리 생각했는데~!",0,0.5,11,19170014,917,0,10,1
0,"","","","",91,19170015,917,"","",""
0.5,"",0,"","",93,19170016,917,"","",""
110311,"",300,"","",2,19170017,917,"",-15,4.72689075630252
126711,0.3,17_akino_laugh_in,0.1,"",3,19170018,917,1,0,17_akino_laugh_loop
3,0.3,17_akino_laugh_in,0.1,"",3,19170019,917,1,0,17_akino_laugh_loop
2,0.3,cmn_boat_idle,"","",3,19170020,917,"",1,""
vo_fpc,"",vo_fpc_21701,"","",21,19170021,917,"","",0
126711,0,"아뇨, 아니에요!…저조차\n길을 잃게 할 정도의 광대한 리조트…\n재단의 위업을 뽐내야 하겠네요♪\n오~호호호!",0,0.5,11,19170022,917,0,20,1
19170017,"","","","",91,19170023,917,"","",""
110311,0.2,17_saren_talk_in,0.1,"",3,19170024,917,1,0,17_saren_talk_loop
0.673109243697478,"",0,"","",93,19170025,917,"","",""
0.5,"",0,"","",93,19170026,917,"","",""
19170022,"","","","",91,19170027,917,"","",""
vo_fpc,"",vo_fpc_21702,"","",21,19170028,917,"","",0
110311,0,"…유수 풀이니 같은 장소를\n루프할 뿐이잖아?",0,0.5,11,19170029,917,0,10,1
0,"","","","",91,19170030,917,"","",""
126711,0.1,17_akino_pause_in,0.1,"",3,19170031,917,1,0,17_akino_pause_loop
3,0.1,17_akino_pause_in,0.1,"",3,19170032,917,1,0,17_akino_pause_loop
2,0.1,cmn_boat_idle,"","",3,19170033,917,"",1,""
2,"",0,"","",93,19170034,917,"","",""
126711,0.3,17_akino_shock_in,0.1,"",3,19170035,917,1,0,17_akino_shock_loop
3,"",empty,"","",3,19170036,917,"",0,""
2,0.3,cmn_boat_idle,"","",3,19170037,917,"",1,""
vo_fpc,"",vo_fpc_21703,"","",21,19170038,917,"","",0
126711,0,"그, 그런 건가요!?\n맹점이었어요~~~!",0,0.5,11,19170039,917,0,10,1
0,"","","","",91,19170040,917,"","",""
0.5,"",0,"","",93,19170041,917,"","",""
126711,"",900,"","",2,19170042,917,"",-180,5.29411764705882
2,"",900,"","",2,19170043,917,"",-180,5.29411764705882
126711,"",900,"","",33,19170044,917,"",-180,5.29411764705882
2.7,"",0,"","",93,19170045,917,"","",""
110311,0.1,17_saren_turn,0.1,"",3,19170046,917,1,0,cmn_walk
110311,"",750,"","",2,19170047,917,"",-15,2.64705882352941
19170042,"","","","",91,19170048,917,"","",""
19170047,"","","","",91,19170049,917,"","",""
1,1.75,113511,0,18_misato_backWalk,1,19180001,918,-180,22,-850
1,1.75,110111,0,18_io_flutterKick,1,19180002,918,-180,23,-1010
14,0,41,"","",31,19180003,918,1,-850,-180
2,0,11,"","",31,19180004,918,1,50,-180
14,0,42,"","",31,19180005,918,1,-110,-180
123,1,12,"","",31,19180006,918,1,-1010,-180
se_10053800,"",se_fpc_water_random,"","",23,19180007,918,"",1,""
19180006,"",0,"","",91,19180008,918,"","",""
113511,"",50,"","",2,19180009,918,12,-180,6.61764705882353
41,"",50,"","",33,19180010,918,12,-180,6.61764705882353
110111,"",-110,"","",2,19180011,918,12,-180,6.61764705882353
12,"",-110,"","",33,19180012,918,12,-180,6.61764705882353
19180009,"","","","",91,19180013,918,"","",""
113511,0.2,18_misato_backWalkIdle,"","",3,19180014,918,"",1,""
vo_fpc,"",vo_fpc_21800,"","",21,19180015,918,"","",0
113511,0,"이오 선생님, 잘하고 있어.\n발장구를 잘 치게 됐어~♪",0,0.5,11,19180016,918,0,10,1
0,"","","","",91,19180017,918,"","",""
0.5,"",0,"","",93,19180018,918,"","",""
vo_fpc,"",vo_fpc_21801,"","",21,19180019,918,"","",0
110111,0,"네, 네! 영차, 영차…\n죄송해요, 모처럼 수영장에 왔는데\n연습만 도와주시게 해서…",0,0.5,11,19180020,918,0,10,1
0,"","","","",91,19180021,918,"","",""
0.5,"",0,"","",93,19180022,918,"","",""
vo_fpc,"",vo_fpc_21802,"","",21,19180023,918,"","",0
113511,0,"괜찮아.\n선생님은 항상 노력하는 아이의 편이니까♪",0,0.5,11,19180024,918,0,10,1
0,"","","","",91,19180025,918,"","",""
0.5,"",0,"","",93,19180026,918,"","",""
12,"",0,"","",32,19180027,918,"","",""
42,"",1,"","",32,19180028,918,"","",""
41,"",1,"","",32,19180029,918,"","",""
113511,0.1,18_misato_idle_in,0.1,"",3,19180030,918,1,0,18_misato_idle_loop
110111,0.1,18_io_stopSwim_in,0.1,"",3,19180031,918,1,0,18_io_stopSwim_loop
vo_fpc,"",vo_fpc_21803,"","",21,19180032,918,"","",0
110111,0,"하지만 저도 선생님이니\n원래는 가르쳐 드려야 하는데…",0,0.5,11,19180033,918,0,10,1
0,"","","","",91,19180034,918,"","",""
0.5,"",0,"","",93,19180035,918,"","",""
113511,0.1,18_misato_talk_in,0.1,"",3,19180036,918,1,0,18_misato_talk_loop
vo_fpc,"",vo_fpc_21804,"","",21,19180037,918,"","",0
113511,0,"이렇게 지금이라도 무언가를\n배운다는 경험은\n아이들을 가르치는 데\n분명히 도움이 될 거야.",0,0.5,11,19180038,918,0,10,1
0,"","","","",91,19180039,918,"","",""
0.5,"",0,"","",93,19180040,918,"","",""
vo_fpc,"",vo_fpc_21805,"","",21,19180041,918,"","",0
113511,0,"게다가…\n학생들도 개성이 다 다르니\n다양한 선생님이 있어도 좋지 않을까?",0,0.5,11,19180042,918,0,10,1
0,"","","","",91,19180043,918,"","",""
0.5,"",0,"","",93,19180044,918,"","",""
110111,0.1,18_io_guts_in,0.1,"",3,19180045,918,1,0,18_io_guts_loop
vo_fpc,"",vo_fpc_21806,"","",21,19180046,918,"","",0
110111,0,"미사토 선생님…\n저, 열심히 할게요!\n수업도, 수영도…",0,0.5,11,19180047,918,0,10,1
0,"","","","",91,19180048,918,"","",""
0.5,"",0,"","",93,19180049,918,"","",""
110111,0.1,18_io_flutterKick2_in,0.1,"",3,19180050,918,1,0,18_io_flutterKick2_loop
110111,"",300,"","",2,19180051,918,"",-180,1.8552036199095
42,"",300,"","",33,19180052,918,"",-180,1.8552036199095
12,"",300,"","",33,19180053,918,"",-180,1.8552036199095
42,"",0,"","",32,19180054,918,"","",""
12,"",1,"","",32,19180055,918,"","",""
1,"",0,"","",93,19180056,918,"","",""
113511,0.1,18_misato_talk2_in,0.1,"",3,19180057,918,1,0,18_misato_talk2_loop
19180051,"","","","",91,19180058,918,"","",""
110111,"",850,"","",2,19180059,918,"",-180,3.23529411764706
42,"",850,"","",33,19180060,918,"",-180,3.23529411764706
12,"",850,"","",33,19180061,918,"",-180,3.23529411764706
42,"",1,"","",32,19180062,918,"","",""
12,"",0,"","",32,19180063,918,"","",""
113511,0.1,18_misato_surprise_in,0.1,"",3,19180064,918,1,0,18_misato_surprise_loop
110111,0.1,18_io_accident_in,0.1,"",3,19180065,918,1,0,18_io_accident_loop
vo_fpc,"",vo_fpc_21807,"","",21,19180066,918,"","",0
110111,0,"꺅, 수영복이!",0,0.5,11,19180067,918,0,10,1
0,"","","","",91,19180068,918,"","",""
0.5,"",0,"","",93,19180069,918,"","",""
vo_fpc,"",vo_fpc_21808,"","",21,19180070,918,"","",0
113511,0,"이오 선생님!?\n어머머~!",0,0.5,11,19180071,918,0,10,1
0,"","","","",91,19180072,918,"","",""
0.5,"",0,"","",93,19180073,918,"","",""
113511,0,18_misato_breastStroke_in,0.1,"",3,19180074,918,1,0,cmn_swm_breastStroke
41,"",0,"","",32,19180075,918,"","",""
11,"",1,"","",32,19180076,918,"","",""
113511,"",850,"","",2,19180077,918,"",-180,3.61990950226244
11,"",850,"","",33,19180078,918,"",-180,3.61990950226244
19180059,"","","","",91,19180079,918,"","",""
19180077,"","","","",91,19180080,918,"","",""
1,1.75,117211,0,19_nozomi_float,1,19190001,919,-180,22,-850
1,1.75,110011,0,19_suzuna_float,1,19190002,919,-180,22,-1150
1,1.4875,117411,0,19_tsumugi_search,1,19190003,919,-15,12,-750
6,1,61,"","",31,19190004,919,1,-820,-180
121,1,1211,"","",31,19190005,919,1,-850,-180
122,0,1221,"","",31,19190006,919,1,150,-180
6,1,62,"","",31,19190007,919,1,-1150,-180
121,1,1212,"","",31,19190008,919,1,-1180,-180
122,0,1222,"","",31,19190009,919,1,-180,-180
117211,"",45,"","",13,19190010,919,"","",""
110011,"",45,"","",13,19190011,919,"","",""
117411,"",45,"","",13,19190012,919,"","",""
se_10053800,"",se_fpc_water_random,"","",23,19190013,919,"",1,""
117411,"",49,"","",13,19190014,919,"","",""
19190012,"",0,"","",91,19190015,919,"","",""
117411,"",330,"","",2,19190016,919,"",-15,9.92647058823529
3.5,"",0,"","",93,19190017,919,"","",""
vo_fpc,"",vo_fpc_21900,"","",21,19190018,919,"","",0
117411,0,"노조미 씨는 어딜 간 걸까요?\n새로운 의상 디자인이 생각났는데…",0,0.5,11,19190019,919,0,15,1
0,"","","","",91,19190020,919,"","",""
0.5,"",0,"","",93,19190021,919,"","",""
19190016,"","","","",91,19190022,919,"","",""
117211,0.1,19_nozomi_float,"","",3,19190023,919,"",1,""
117411,0.1,19_tsumugi_notice_in,0.1,"",3,19190024,919,1,0,19_tsumugi_notice_loop
0.2,"",0,"","",93,19190025,919,"","",""
vo_fpc,"",vo_fpc_21901,"","",21,19190026,919,"","",0
117411,0,"어라? 저건… 상류에서 뭔가\n빛나는 게…",0,0.5,11,19190027,919,0,10,1
0,"","","","",91,19190028,919,"","",""
0.5,"",0,"","",93,19190029,919,"","",""
117211,"",150,"","",2,19190030,919,12,-180,7.35294117647059
61,"",180,"","",33,19190031,919,12,-180,7.35294117647059
1211,"",150,"","",33,19190032,919,12,-180,7.35294117647059
110011,"",-150,"","",2,19190033,919,12,-180,7.35294117647059
62,"",-150,"","",33,19190034,919,12,-180,7.35294117647059
1212,"",-180,"","",33,19190035,919,12,-180,7.35294117647059
2,"",0,"","",93,19190036,919,"","",""
117411,0.1,19_tsumugi_dazzled_in,0.1,"",3,19190037,919,1,0,19_tsumugi_dazzled_loop
19190030,"","","","",91,19190038,919,"","",""
vo_fpc,"",vo_fpc_21902,"","",21,19190039,919,"","",0
117211,-30,"메르쿠리조트 위스타리안즈\n다양한 구역이 있어서\n정말 재밌어!",0,0.5,11,19190040,919,0,10,1
0,"","","","",91,19190041,919,"","",""
0.5,"",0,"","",93,19190042,919,"","",""
vo_fpc,"",vo_fpc_21903,"","",21,19190043,919,"","",0
110011,0,"있잖아~♪ 엄청 사진발 잘 받지?\n사진 찍자, 사진~!",0,0.5,11,19190044,919,0,10,1
0,"","","","",91,19190045,919,"","",""
0.5,"",0,"","",93,19190046,919,"","",""
vo_fpc,"",vo_fpc_21904,"","",21,19190047,919,"","",0
117411,0,"어. 두 분 다 뭐 하세요!?\n그보다 너무 눈부시지 않나요?",0,0.5,11,19190048,919,0,10,1
0,"","","","",91,19190049,919,"","",""
0.5,"",0,"","",93,19190050,919,"","",""
61,"",150,"","",33,19190051,919,"",-180,0
1211,"",120,"","",33,19190052,919,"",-180,0
117211,"",1,"","",4,19190053,919,"","",""
117211,"",19_nozomi_notice_float,0.1,"",3,19190054,919,1,0,19_nozomi_float
vo_fpc,"",vo_fpc_21905,"","",21,19190055,919,"","",0
117211,-30,"아, 츠무기!\n스즈나의 카리스마 아우라가\n엄청나서 그래!",0,0.5,11,19190056,919,0,10,1
0,"","","","",91,19190057,919,"","",""
0.5,"",0,"","",93,19190058,919,"","",""
vo_fpc,"",vo_fpc_21906,"","",21,19190059,919,"","",0
110011,0,"에~ 노조밍의 아이돌 아우라도\n여전히 반짝반짝해서\n완전 대박이잖아!",0,0.5,11,19190060,919,0,10,1
0,"","","","",91,19190061,919,"","",""
0.5,"",0,"","",93,19190062,919,"","",""
61,"",180,"","",33,19190063,919,"",-180,0
1211,"",150,"","",33,19190064,919,"",-180,0
117211,"",0,"","",4,19190065,919,"","",""
117211,"",19_nozomi_notice_float,0.1,"",3,19190066,919,1,0,19_nozomi_float
vo_fpc,"",vo_fpc_21907,"","",21,19190067,919,"","",0
117211,-30,"나도 질 수야 없지♪\n더더욱 빛나야겠어!",0,0.5,11,19190068,919,0,10,1
0,"","","","",91,19190069,919,"","",""
0.5,"",0,"","",93,19190070,919,"","",""
117211,0.1,19_nozomi_pose_in,0.1,"",3,19190071,919,1,0,19_nozomi_pose_loop
1221,"",1,"","",32,19190072,919,"","",""
1211,"",0,"","",32,19190073,919,"","",""
1.5,"",0,"","",93,19190074,919,"","",""
vo_fpc,"",vo_fpc_21908,"","",21,19190075,919,"","",0
110011,0,"나도 더 빛날 거야~!\n응~… 타앗~!!",0,0.5,11,19190076,919,0,10,1
0,"","","","",91,19190077,919,"","",""
0.5,"",0,"","",93,19190078,919,"","",""
110011,0.1,19_suzuna_pose_in,0.1,"",3,19190079,919,1,0,19_suzuna_pose_loop
1222,"",1,"","",32,19190080,919,"","",""
1212,"",0,"","",32,19190081,919,"","",""
1.5,"",0,"","",93,19190082,919,"","",""
117211,"",1150,"","",2,19190083,919,"",-180,7.35294117647059
61,"",1180,"","",33,19190084,919,"",-180,7.35294117647059
1221,"",1150,"","",33,19190085,919,"",-180,7.35294117647059
110011,"",850,"","",2,19190086,919,"",-180,7.35294117647059
62,"",850,"","",33,19190087,919,"",-180,7.35294117647059
1222,"",820,"","",33,19190088,919,"",-180,7.35294117647059
vo_fpc,"",vo_fpc_21909,"","",21,19190089,919,"","",0
117411,0,"아앗! 더 눈부시게!?\n노, 노조미 씨! 기다려 주세요~!",0,0.5,11,19190090,919,0,10,1
0,"","","","",91,19190091,919,"","",""
0.5,"",0,"","",93,19190092,919,"","",""
19190083,"","","","",91,19190093,919,"","",""
117411,0.1,19_tsumugi_run_in,0.1,"",3,19190094,919,1,0,19_tsumugi_run_loop
0.3,"",0,"","",93,19190095,919,"","",""
117411,"",750,"","",2,19190096,919,"",-15,1.46188652975983
19190096,"","","","",91,19190097,919,"","",""
1,1.4875,115711,0,20_kasumi_walk,1,19200001,920,-15,22,-750
3,1.4875,3,0,20_kasumi_walk,5,19200002,920,-15,23,-750
se_10053800,"",se_fpc_water_random,"","",23,19200003,920,"",1,""
19200002,"","","","",91,19200004,920,"","",""
115711,"",0,"","",2,19200005,920,0,-15,4.41176470588235
3,"",0,"","",2,19200006,920,0,-15,4.41176470588235
0,"","","","",91,19200007,920,"","",""
115711,0.3,20_kasumi_talk,"","",3,19200008,920,"",1,""
3,0.3,20_kasumi_talk,"","",3,19200009,920,"",1,""
vo_fpc,"",vo_fpc_22000,"","",21,19200010,920,"",0,0
115711,0,"명탐정 카스미의 메르쿠리조트 사건부\n「푸딩 소실 사건」",0,0.5,11,19200011,920,0,10,1
0,"","","","",91,19200012,920,"","",""
0.5,"",0,"","",93,19200013,920,"","",""
115711,0.2,20_kasumi_cool_in,0,"",3,19200014,920,1,0,20_kasumi_cool_surprise
3,0.2,20_kasumi_cool_in,0,"",3,19200015,920,1,0,20_kasumi_cool_loop
vo_fpc,"",vo_fpc_22001,"","",21,19200016,920,"",0,0
115711,0,"푸드코트에서 제공 예정이었던 푸딩이\n담당자가 한눈을 판 사이에 모조리 사라졌다…",0,0.5,11,19200017,920,0,10,1
0,"","","","",91,19200018,920,"","",""
0.5,"",0,"","",93,19200019,920,"","",""
vo_fpc,"",vo_fpc_22002,"","",21,19200020,920,"",0,0
115711,0,"중인환시의 푸드코트에서 벌어진 범행.\n이동 계열 마법이나 마도구의 흔적도 없다.",0,0.5,11,19200021,920,0,10,1
0,"","","","",91,19200022,920,"","",""
0.5,"",0,"","",93,19200023,920,"","",""
115711,0.2,20_kasumi_cool_anger_in,0,"",3,19200024,920,1,0,20_kasumi_cool_anger
3,0.2,20_kasumi_cool_anger_in,0,"",3,19200025,920,1,0,20_kasumi_cool_loop
vo_fpc,"",vo_fpc_22003,"","",21,19200026,920,"",0,0
115711,0,"관계자의 알리바이도 완벽했으므로\n아마도 범인은 외부의 인물.",0,0.5,11,19200027,920,0,10,1
0,"","","","",91,19200028,920,"","",""
0.5,"",0,"","",93,19200029,920,"","",""
115711,0.1,20_kasumi_approach_in,0,"",3,19200030,920,1,0,20_kasumi_approach_loop
3,0.1,20_kasumi_approach_in,0,"",3,19200031,920,1,0,20_kasumi_approach_loop
vo_fpc,"",vo_fpc_22004,"","",21,19200032,920,"",0,0
115711,0,"이러한 정보로부터 프로파일링\n가능한 범인은…",0,0.5,11,19200033,920,0,10,1
0,"","","","",91,19200034,920,"","",""
0.5,"",0,"","",93,19200035,920,"","",""
115711,0.1,20_kasumi_doya_in,0,"",3,19200036,920,1,0,20_kasumi_doya_loop
3,0.1,20_kasumi_doya_in,0,"",3,19200037,920,1,0,20_kasumi_doya_loop
vo_fpc,"",vo_fpc_22005,"","",21,19200038,920,"",0,0
115711,0,"푸딩을 매우 좋아하며 벽을 통과할 수 있고, 또한\n모두가 기대하던 푸딩을…",0,0.5,11,19200039,920,0,10,1
0,"","","","",91,19200040,920,"","",""
0.5,"",0,"","",93,19200041,920,"","",""
vo_fpc,"",vo_fpc_22006,"","",21,19200042,920,"",0,0
115711,0,"혼자 다 먹어도 양심에 가책을 느끼지 않는\n자기중심적인 정신 구조…",0,0.5,11,19200043,920,0,10,1
0,"","","","",91,19200044,920,"","",""
0.5,"",0,"","",93,19200045,920,"","",""
115711,0.2,20_kasumi_thinking,"","",3,19200046,920,"",1,""
3,0.2,20_kasumi_thinking,"","",3,19200047,920,"",1,""
vo_fpc,"",vo_fpc_22007,"","",21,19200048,920,"",0,0
115711,0,"과연 그런 인물이\n존재할까…",0,0.5,11,19200049,920,0,10,1
0,"","","","",91,19200050,920,"","",""
0.5,"",0,"","",93,19200051,920,"","",""
115711,0.2,20_kasumi_walk,"","",3,19200052,920,"",1,""
3,0.2,20_kasumi_walk,"","",3,19200053,920,"",1,""
115711,"",750,"","",2,19200054,920,0,-15,4.41176470588235
3,"",750,"","",2,19200055,920,0,-15,4.41176470588235
0,"","","","",91,19200056,920,"","",""
1,1.4875,115711,0,20_kasumi_walk,1,19210001,921,-15,22,-750
3,1.4875,3,0,20_kasumi_walk,5,19210002,921,-15,23,-750
se_10053800,"",se_fpc_water_random,"","",23,19210003,921,"",1,""
19210002,"","","","",91,19210004,921,"","",""
115711,"",0,"","",2,19210005,921,0,-15,4.41176470588235
3,"",0,"","",2,19210006,921,0,-15,4.41176470588235
0,"","","","",91,19210007,921,"","",""
115711,0.3,20_kasumi_talk,"","",3,19210008,921,"",1,""
3,0.3,20_kasumi_talk,"","",3,19210009,921,"",1,""
vo_fpc,"",vo_fpc_22100,"","",21,19210010,921,"",0,0
115711,0,"명탐정 카스미의 메르쿠리조트 사건부\n「푸드코트 모든 메뉴 소실 사건」",0,0.5,11,19210011,921,0,10,1
0,"","","","",91,19210012,921,"","",""
0.5,"",0,"","",93,19210013,921,"","",""
115711,0.2,20_kasumi_cool_in,0,"",3,19210014,921,1,0,20_kasumi_cool_surprise
3,0.2,20_kasumi_cool_in,0,"",3,19210015,921,1,0,20_kasumi_cool_loop
vo_fpc,"",vo_fpc_22101,"","",21,19210016,921,"",0,0
115711,0,"푸드코트에서 제공 예정이었던 대량의\n요리가 어느새 모조리 사라졌다…",0,0.5,11,19210017,921,0,10,1
0,"","","","",91,19210018,921,"","",""
