promotion_level,unit_id,accuracy,physical_penetrate,hp_recovery_rate,physical_critical,magic_critical,magic_def,hp,wave_energy_recovery,dodge,life_steal,energy_reduce_rate,def,wave_hp_recovery,energy_recovery_rate,magic_str,magic_penetrate,atk
13,100601,0.0,0.0,135.0,0.0,69.0,217.0,4640.0,121.0,0.0,0.0,19.0,102.0,980.0,17.0,2582.0,0.0,26.0
14,100601,0.0,0.0,137.0,0.0,93.0,250.0,4760.0,133.0,0.0,0.0,19.0,130.0,1220.0,17.0,2954.0,0.0,26.0
15,100601,0.0,0.0,146.0,0.0,109.0,282.0,4990.0,133.0,0.0,0.0,21.0,157.0,1220.0,17.0,3356.0,0.0,26.0
16,100601,0.0,0.0,152.0,0.0,129.0,316.0,5140.0,133.0,0.0,0.0,21.0,183.0,1320.0,17.0,3805.0,0.0,26.0
17,100601,0.0,0.0,153.0,0.0,144.0,353.0,5260.0,158.0,0.0,0.0,21.0,216.0,1320.0,17.0,4258.0,0.0,26.0
18,100601,0.0,0.0,153.0,0.0,169.0,397.0,5665.0,173.0,3.0,0.0,21.0,248.0,1320.0,17.0,4708.0,0.0,26.0
19,100601,0.0,0.0,153.0,0.0,193.0,447.0,6310.0,173.0,3.0,0.0,21.0,287.0,1320.0,17.0,5206.0,0.0,26.0
20,100601,0.0,0.0,153.0,0.0,240.0,493.0,6860.0,173.0,3.0,0.0,21.0,327.0,1415.0,17.0,5797.0,0.0,26.0
21,100601,0.0,0.0,153.0,0.0,288.0,543.0,7370.0,173.0,3.0,0.0,21.0,370.0,1515.0,17.0,6452.0,0.0,26.0
22,100601,0.0,0.0,153.0,0.0,318.0,603.0,8370.0,173.0,3.0,0.0,21.0,420.0,1515.0,17.0,7171.0,0.0,26.0
23,100601,0.0,0.0,153.0,0.0,318.0,672.0,10145.0,173.0,3.0,0.0,21.0,474.0,1515.0,17.0,7937.0,0.0,26.0
24,100601,0.0,0.0,153.0,0.0,333.0,738.0,11670.0,173.0,3.0,0.0,21.0,533.0,1515.0,17.0,8818.0,0.0,26.0
25,100601,0.0,0.0,153.0,0.0,355.0,798.0,12670.0,173.0,3.0,0.0,21.0,587.0,1515.0,17.0,9964.0,0.0,26.0
26,100601,0.0,0.0,153.0,0.0,377.0,847.0,13505.0,173.0,3.0,0.0,21.0,630.0,1515.0,17.0,11385.0,0.0,26.0
27,100601,0.0,0.0,153.0,0.0,394.0,890.0,14530.0,173.0,3.0,0.0,21.0,670.0,1515.0,17.0,12944.0,0.0,26.0
28,100601,0.0,0.0,153.0,0.0,411.0,933.0,15675.0,173.0,3.0,0.0,21.0,712.0,1515.0,17.0,14609.0,0.0,26.0
29,100601,0.0,0.0,153.0,0.0,429.0,979.0,16895.0,173.0,3.0,0.0,21.0,758.0,1515.0,17.0,16394.0,0.0,26.0
30,100601,0.0,0.0,153.0,0.0,447.0,1029.0,18270.0,173.0,3.0,0.0,21.0,808.0,1515.0,17.0,18267.0,0.0,26.0
31,100601,0.0,0.0,153.0,0.0,465.0,1080.0,19725.0,173.0,3.0,0.0,21.0,859.0,1515.0,17.0,20231.0,0.0,26.0
32,100601,0.0,0.0,153.0,0.0,483.0,1132.0,21260.0,173.0,3.0,0.0,21.0,911.0,1515.0,17.0,22285.0,0.0,26.0
33,100601,0.0,0.0,153.0,0.0,500.0,1186.0,22870.0,173.0,3.0,0.0,21.0,965.0,1515.0,17.0,24455.0,0.0,26.0
34,100601,0.0,0.0,153.0,0.0,517.0,1241.0,24650.0,173.0,3.0,0.0,21.0,1020.0,1515.0,17.0,26760.0,0.0,26.0
35,100601,0.0,0.0,153.0,0.0,534.0,1297.0,26670.0,173.0,3.0,0.0,21.0,1076.0,1515.0,17.0,29157.0,0.0,26.0
2,100701,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,6.0
3,100701,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3.0,0.0,0.0,10.0,200.0,0.0,0.0,0.0,46.0
4,100701,0.0,0.0,0.0,0.0,0.0,5.0,550.0,0.0,7.0,0.0,0.0,20.0,360.0,0.0,0.0,0.0,94.0
5,100701,0.0,0.0,0.0,0.0,0.0,11.0,1060.0,0.0,10.0,0.0,0.0,35.0,520.0,0.0,0.0,0.0,190.0
6,100701,0.0,0.0,0.0,0.0,0.0,19.0,1740.0,0.0,14.0,0.0,0.0,53.0,890.0,0.0,0.0,0.0,323.0
7,100701,0.0,0.0,0.0,0.0,0.0,34.0,2330.0,0.0,18.0,0.0,0.0,76.0,1260.0,0.0,0.0,0.0,480.0
8,100701,0.0,0.0,0.0,0.0,0.0,50.0,3510.0,0.0,28.0,0.0,0.0,97.0,1585.0,0.0,0.0,0.0,593.0
9,100701,0.0,0.0,0.0,5.0,0.0,70.0,4255.0,0.0,35.0,0.0,0.0,124.0,1585.0,5.0,10.0,0.0,790.0
10,100701,0.0,0.0,0.0,20.0,0.0,90.0,5065.0,0.0,36.0,0.0,0.0,152.0,1585.0,13.0,20.0,0.0,1035.0
11,100701,0.0,0.0,20.0,40.0,0.0,110.0,5765.0,0.0,41.0,0.0,0.0,177.0,1585.0,16.0,20.0,0.0,1296.0
12,100701,10.0,0.0,40.0,50.0,0.0,132.0,6265.0,0.0,48.0,0.0,0.0,205.0,1685.0,16.0,20.0,0.0,1558.0
13,100701,20.0,0.0,42.0,50.0,0.0,165.0,6785.0,0.0,52.0,0.0,0.0,245.0,1785.0,16.0,20.0,0.0,1786.0
14,100701,20.0,0.0,44.0,60.0,0.0,204.0,7005.0,0.0,54.0,2.0,2.0,285.0,1785.0,16.0,20.0,0.0,2066.0
15,100701,20.0,0.0,44.0,70.0,0.0,239.0,7005.0,0.0,56.0,4.0,4.0,317.0,1885.0,16.0,20.0,0.0,2455.0
16,100701,25.0,0.0,44.0,82.0,0.0,269.0,7205.0,0.0,56.0,4.0,4.0,357.0,1985.0,16.0,20.0,0.0,2857.0
17,100701,30.0,0.0,44.0,82.0,0.0,296.0,7715.0,0.0,59.0,4.0,4.0,401.0,2135.0,16.0,20.0,0.0,3253.0
18,100701,30.0,0.0,44.0,94.0,0.0,334.0,8025.0,0.0,64.0,4.0,4.0,439.0,2285.0,16.0,20.0,0.0,3721.0
19,100701,30.0,0.0,44.0,116.0,0.0,375.0,8025.0,0.0,66.0,4.0,4.0,484.0,2380.0,16.0,20.0,0.0,4301.0
20,100701,30.0,0.0,44.0,136.0,0.0,419.0,8060.0,0.0,66.0,4.0,4.0,536.0,2475.0,16.0,20.0,0.0,4938.0
21,100701,30.0,0.0,44.0,148.0,0.0,486.0,8205.0,0.0,71.0,4.0,4.0,590.0,2475.0,16.0,20.0,0.0,5511.0
22,100701,30.0,0.0,44.0,188.0,0.0,552.0,8695.0,0.0,71.0,4.0,4.0,656.0,2475.0,16.0,20.0,0.0,6189.0
23,100701,30.0,0.0,44.0,188.0,0.0,622.0,9010.0,0.0,71.0,4.0,4.0,742.0,2475.0,16.0,20.0,0.0,6953.0
24,100701,30.0,0.0,44.0,188.0,0.0,697.0,9330.0,0.0,71.0,4.0,4.0,830.0,2475.0,16.0,20.0,0.0,7793.0
25,100701,30.0,0.0,44.0,205.0,0.0,772.0,9945.0,0.0,71.0,4.0,4.0,912.0,2475.0,16.0,20.0,0.0,8782.0
26,100701,30.0,0.0,44.0,231.0,0.0,851.0,10695.0,0.0,71.0,4.0,4.0,990.0,2475.0,16.0,20.0,0.0,9897.0
27,100701,30.0,0.0,44.0,249.0,0.0,926.0,11695.0,0.0,71.0,4.0,4.0,1062.0,2475.0,16.0,20.0,0.0,11147.0
28,100701,30.0,0.0,44.0,258.0,0.0,1007.0,14735.0,0.0,71.0,4.0,4.0,1143.0,2475.0,16.0,20.0,0.0,12226.0
29,100701,30.0,0.0,44.0,267.0,0.0,1094.0,18005.0,0.0,71.0,4.0,4.0,1230.0,2475.0,16.0,20.0,0.0,13384.0
30,100701,30.0,0.0,44.0,276.0,0.0,1186.0,21790.0,0.0,71.0,4.0,4.0,1322.0,2475.0,16.0,20.0,0.0,14579.0
31,100701,30.0,0.0,44.0,276.0,0.0,1288.0,27955.0,0.0,71.0,4.0,4.0,1424.0,2475.0,16.0,20.0,0.0,15520.0
32,100701,30.0,0.0,44.0,276.0,0.0,1393.0,34490.0,0.0,71.0,4.0,4.0,1529.0,2475.0,16.0,20.0,0.0,16499.0
33,100701,30.0,0.0,44.0,276.0,0.0,1500.0,41640.0,0.0,71.0,4.0,4.0,1636.0,2475.0,16.0,20.0,0.0,17534.0
34,100701,30.0,0.0,44.0,276.0,0.0,1609.0,49570.0,0.0,71.0,4.0,4.0,1745.0,2475.0,16.0,20.0,0.0,18625.0
35,100701,30.0,0.0,44.0,276.0,0.0,1719.0,58210.0,0.0,71.0,4.0,4.0,1855.0,2475.0,16.0,20.0,0.0,19754.0
2,100801,0.0,0.0,0.0,0.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,23.0,0.0,0.0
3,100801,0.0,0.0,0.0,0.0,0.0,7.0,150.0,0.0,0.0,0.0,0.0,2.0,150.0,0.0,78.0,0.0,0.0
4,100801,0.0,0.0,10.0,0.0,0.0,16.0,325.0,5.0,0.0,0.0,0.0,5.0,200.0,0.0,169.0,0.0,0.0
5,100801,0.0,0.0,10.0,0.0,0.0,32.0,625.0,15.0,0.0,0.0,0.0,7.0,200.0,0.0,322.0,0.0,0.0
6,100801,0.0,0.0,25.0,0.0,0.0,51.0,1155.0,15.0,0.0,0.0,0.0,15.0,200.0,0.0,495.0,0.0,0.0
7,100801,0.0,0.0,30.0,0.0,0.0,69.0,1515.0,50.0,0.0,0.0,0.0,22.0,200.0,0.0,724.0,0.0,26.0
8,100801,0.0,0.0,75.0,0.0,0.0,91.0,1680.0,50.0,0.0,0.0,0.0,29.0,200.0,4.0,1003.0,0.0,52.0
9,100801,0.0,0.0,110.0,0.0,0.0,118.0,2215.0,50.0,0.0,0.0,5.0,40.0,200.0,9.0,1267.0,0.0,52.0
10,100801,0.0,0.0,115.0,0.0,16.0,140.0,2755.0,85.0,0.0,0.0,10.0,52.0,300.0,14.0,1566.0,0.0,52.0
11,100801,0.0,0.0,129.0,0.0,34.0,166.0,3175.0,101.0,0.0,0.0,10.0,57.0,840.0,14.0,1937.0,0.0,52.0
12,100801,0.0,0.0,135.0,0.0,59.0,185.0,3335.0,127.0,0.0,0.0,17.0,64.0,960.0,17.0,2352.0,0.0,52.0
13,100801,0.0,0.0,135.0,0.0,93.0,204.0,3575.0,137.0,0.0,0.0,22.0,77.0,1080.0,17.0,2797.0,0.0,52.0
14,100801,0.0,0.0,135.0,0.0,127.0,229.0,3775.0,149.0,0.0,0.0,22.0,93.0,1320.0,17.0,3253.0,0.0,52.0
15,100801,0.0,0.0,144.0,0.0,157.0,251.0,4005.0,149.0,0.0,0.0,22.0,110.0,1440.0,17.0,3747.0,0.0,52.0
16,100801,0.0,0.0,150.0,0.0,193.0,273.0,4185.0,149.0,0.0,0.0,22.0,126.0,1440.0,17.0,4294.0,0.0,52.0
17,100801,0.0,0.0,151.0,0.0,228.0,301.0,4255.0,174.0,0.0,0.0,22.0,145.0,1440.0,17.0,4848.0,0.0,52.0
18,100801,0.0,0.0,151.0,0.0,268.0,334.0,4600.0,199.0,0.0,0.0,22.0,168.0,1440.0,17.0,5401.0,0.0,52.0
19,100801,0.0,0.0,151.0,0.0,317.0,371.0,5245.0,199.0,0.0,0.0,22.0,194.0,1440.0,17.0,6004.0,0.0,52.0
20,100801,0.0,0.0,151.0,0.0,388.0,402.0,5795.0,199.0,0.0,0.0,22.0,219.0,1440.0,17.0,6727.0,0.0,52.0
21,100801,0.0,0.0,151.0,0.0,459.0,447.0,6270.0,199.0,0.0,0.0,22.0,251.0,1540.0,17.0,7443.0,0.0,52.0
22,100801,0.0,0.0,151.0,0.0,525.0,490.0,7160.0,199.0,0.0,0.0,22.0,284.0,1640.0,17.0,8302.0,0.0,52.0
23,100801,0.0,0.0,151.0,0.0,555.0,540.0,8620.0,199.0,0.0,0.0,22.0,319.0,1640.0,17.0,9263.0,0.0,52.0
24,100801,0.0,0.0,151.0,0.0,570.0,590.0,10145.0,199.0,0.0,0.0,22.0,354.0,1640.0,17.0,10345.0,0.0,52.0
25,100801,0.0,0.0,151.0,0.0,607.0,625.0,11145.0,199.0,0.0,0.0,22.0,382.0,1640.0,17.0,11732.0,0.0,52.0
26,100801,0.0,0.0,151.0,0.0,641.0,648.0,11685.0,199.0,0.0,0.0,22.0,399.0,1640.0,17.0,13434.0,0.0,52.0
27,100801,0.0,0.0,151.0,0.0,665.0,665.0,12255.0,199.0,0.0,0.0,22.0,413.0,1640.0,17.0,15298.0,0.0,52.0
28,100801,0.0,0.0,151.0,0.0,689.0,681.0,12855.0,199.0,0.0,0.0,22.0,428.0,1640.0,17.0,17287.0,0.0,52.0
29,100801,0.0,0.0,151.0,0.0,714.0,699.0,13455.0,199.0,0.0,0.0,22.0,446.0,1640.0,17.0,19415.0,0.0,52.0
30,100801,0.0,0.0,151.0,0.0,740.0,719.0,14055.0,199.0,0.0,0.0,22.0,466.0,1640.0,17.0,21668.0,0.0,52.0
31,100801,0.0,0.0,151.0,0.0,766.0,739.0,14655.0,199.0,0.0,0.0,22.0,486.0,1640.0,17.0,24030.0,0.0,52.0
32,100801,0.0,0.0,151.0,0.0,792.0,759.0,15255.0,199.0,0.0,0.0,22.0,506.0,1640.0,17.0,26501.0,0.0,52.0
33,100801,0.0,0.0,151.0,0.0,817.0,780.0,15855.0,199.0,0.0,0.0,22.0,527.0,1640.0,17.0,29107.0,0.0,52.0
34,100801,0.0,0.0,151.0,0.0,841.0,802.0,16455.0,199.0,0.0,0.0,22.0,549.0,1640.0,17.0,31867.0,0.0,52.0
35,100801,0.0,0.0,151.0,0.0,865.0,824.0,17055.0,199.0,0.0,0.0,22.0,571.0,1640.0,17.0,34757.0,0.0,52.0
2,100901,0.0,0.0,0.0,0.0,0.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,26.0,0.0,0.0
3,100901,0.0,0.0,0.0,0.0,0.0,7.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,94.0,0.0,0.0
4,100901,0.0,0.0,10.0,0.0,0.0,14.0,270.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,214.0,0.0,0.0
5,100901,0.0,0.0,10.0,0.0,0.0,27.0,360.0,25.0,0.0,0.0,0.0,2.0,100.0,0.0,405.0,0.0,0.0
6,100901,0.0,0.0,10.0,0.0,0.0,40.0,710.0,75.0,0.0,0.0,0.0,4.0,100.0,0.0,634.0,0.0,0.0
7,100901,0.0,0.0,15.0,0.0,0.0,54.0,1305.0,110.0,0.0,0.0,0.0,8.0,100.0,0.0,894.0,0.0,0.0
8,100901,0.0,0.0,45.0,0.0,0.0,64.0,1470.0,145.0,0.0,1.0,0.0,10.0,100.0,4.0,1255.0,0.0,0.0
9,100901,0.0,0.0,45.0,0.0,16.0,73.0,1880.0,180.0,0.0,2.0,0.0,15.0,100.0,9.0,1633.0,0.0,0.0
10,100901,0.0,0.0,45.0,0.0,34.0,91.0,2230.0,180.0,0.0,4.0,0.0,21.0,520.0,14.0,2032.0,0.0,0.0
11,100901,0.0,0.0,45.0,0.0,71.0,101.0,2570.0,196.0,0.0,5.0,5.0,30.0,620.0,14.0,2474.0,0.0,0.0
12,100901,0.0,0.0,45.0,0.0,124.0,106.0,2670.0,232.0,0.0,6.0,11.0,33.0,720.0,14.0,2998.0,0.0,0.0
13,100901,0.0,0.0,45.0,0.0,186.0,113.0,2810.0,252.0,0.0,6.0,17.0,38.0,720.0,16.0,3531.0,0.0,0.0
14,100901,0.0,0.0,45.0,0.0,262.0,120.0,2950.0,282.0,0.0,6.0,17.0,42.0,840.0,18.0,4111.0,0.0,0.0
15,100901,0.0,0.0,45.0,0.0,332.0,129.0,2980.0,292.0,0.0,6.0,17.0,50.0,960.0,22.0,4716.0,0.0,0.0
16,100901,0.0,0.0,45.0,0.0,407.0,137.0,3010.0,322.0,0.0,6.0,17.0,55.0,960.0,22.0,5389.0,0.0,0.0
17,100901,0.0,0.0,45.0,0.0,479.0,146.0,3010.0,352.0,0.0,6.0,17.0,59.0,960.0,22.0,6117.0,0.0,0.0
18,100901,0.0,0.0,45.0,0.0,568.0,155.0,3010.0,382.0,0.0,6.0,17.0,65.0,960.0,22.0,6901.0,0.0,0.0
19,100901,0.0,0.0,45.0,0.0,701.0,162.0,3010.0,382.0,0.0,6.0,17.0,70.0,960.0,22.0,7789.0,0.0,0.0
20,100901,0.0,0.0,45.0,0.0,858.0,176.0,3010.0,382.0,0.0,6.0,17.0,80.0,960.0,22.0,8710.0,0.0,0.0
21,100901,0.0,0.0,45.0,0.0,1060.0,184.0,3010.0,382.0,0.0,6.0,17.0,86.0,1060.0,22.0,9729.0,0.0,0.0
22,100901,0.0,0.0,45.0,0.0,1278.0,191.0,3010.0,382.0,0.0,6.0,17.0,91.0,1160.0,22.0,10926.0,0.0,0.0
23,100901,0.0,0.0,45.0,0.0,1462.0,207.0,3010.0,382.0,0.0,6.0,17.0,97.0,1160.0,22.0,12249.0,0.0,0.0
24,100901,0.0,0.0,45.0,0.0,1605.0,224.0,3010.0,382.0,0.0,6.0,17.0,103.0,1160.0,22.0,13724.0,0.0,0.0
25,100901,0.0,0.0,45.0,0.0,1714.0,232.0,3010.0,382.0,0.0,6.0,17.0,109.0,1160.0,22.0,15434.0,0.0,0.0
26,100901,0.0,0.0,45.0,0.0,1786.0,241.0,3470.0,382.0,0.0,6.0,17.0,115.0,1160.0,22.0,17274.0,0.0,0.0
27,100901,0.0,0.0,45.0,0.0,1831.0,249.0,3470.0,382.0,0.0,6.0,17.0,121.0,1160.0,22.0,19309.0,0.0,0.0
28,100901,0.0,0.0,45.0,0.0,1857.0,262.0,3470.0,382.0,0.0,6.0,17.0,132.0,1160.0,22.0,21399.0,0.0,0.0
29,100901,0.0,0.0,45.0,0.0,1890.0,266.0,3930.0,382.0,0.0,6.0,17.0,136.0,1160.0,22.0,23721.0,0.0,0.0
30,100901,0.0,0.0,45.0,0.0,1924.0,270.0,3930.0,382.0,0.0,6.0,17.0,140.0,1160.0,22.0,26242.0,0.0,0.0
31,100901,0.0,0.0,45.0,0.0,1958.0,274.0,4390.0,382.0,0.0,6.0,17.0,144.0,1160.0,22.0,28821.0,0.0,0.0
32,100901,0.0,0.0,45.0,0.0,1992.0,278.0,4390.0,382.0,0.0,6.0,17.0,148.0,1160.0,22.0,31563.0,0.0,0.0
33,100901,0.0,0.0,45.0,0.0,2025.0,282.0,4890.0,382.0,0.0,6.0,17.0,152.0,1160.0,22.0,34396.0,0.0,0.0
34,100901,0.0,0.0,45.0,0.0,2057.0,286.0,5390.0,382.0,0.0,6.0,17.0,156.0,1160.0,22.0,37378.0,0.0,0.0
35,100901,0.0,0.0,45.0,0.0,2089.0,290.0,5390.0,382.0,0.0,6.0,17.0,160.0,1160.0,22.0,40565.0,0.0,0.0
2,101001,0.0,0.0,0.0,0.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,23.0,0.0,0.0
3,101001,0.0,0.0,0.0,0.0,0.0,7.0,150.0,0.0,0.0,0.0,0.0,2.0,150.0,0.0,78.0,0.0,0.0
4,101001,0.0,0.0,10.0,0.0,0.0,16.0,325.0,5.0,0.0,0.0,0.0,5.0,200.0,0.0,169.0,0.0,0.0
5,101001,0.0,0.0,10.0,0.0,0.0,32.0,625.0,15.0,0.0,0.0,0.0,7.0,200.0,0.0,322.0,0.0,0.0
6,101001,0.0,0.0,25.0,0.0,0.0,51.0,1155.0,15.0,0.0,0.0,0.0,15.0,200.0,0.0,495.0,0.0,0.0
7,101001,0.0,0.0,30.0,0.0,0.0,69.0,1515.0,50.0,0.0,0.0,0.0,22.0,200.0,0.0,724.0,0.0,26.0
8,101001,0.0,0.0,60.0,0.0,0.0,90.0,1845.0,50.0,0.0,0.0,0.0,33.0,200.0,4.0,988.0,0.0,52.0
9,101001,0.0,0.0,95.0,0.0,0.0,117.0,2380.0,50.0,0.0,0.0,5.0,44.0,200.0,9.0,1252.0,0.0,52.0
10,101001,0.0,0.0,100.0,0.0,16.0,139.0,2920.0,85.0,0.0,0.0,10.0,56.0,300.0,14.0,1551.0,0.0,52.0
11,101001,0.0,0.0,124.0,0.0,24.0,171.0,3540.0,85.0,0.0,0.0,10.0,67.0,840.0,14.0,1842.0,0.0,52.0
12,101001,0.0,0.0,130.0,0.0,41.0,196.0,3900.0,111.0,0.0,0.0,14.0,84.0,1060.0,17.0,2179.0,0.0,52.0
13,101001,0.0,0.0,132.0,0.0,57.0,226.0,4060.0,133.0,0.0,0.0,19.0,110.0,1180.0,17.0,2519.0,0.0,52.0
14,101001,0.0,0.0,136.0,0.0,67.0,263.0,4320.0,145.0,0.0,0.0,21.0,138.0,1300.0,17.0,2859.0,0.0,52.0
15,101001,0.0,0.0,145.0,0.0,81.0,297.0,4520.0,145.0,0.0,0.0,21.0,165.0,1520.0,17.0,3255.0,0.0,52.0
16,101001,0.0,0.0,151.0,0.0,97.0,328.0,4750.0,145.0,0.0,0.0,21.0,195.0,1520.0,17.0,3701.0,0.0,52.0
17,101001,0.0,0.0,152.0,0.0,117.0,367.0,4880.0,160.0,3.0,0.0,21.0,223.0,1520.0,17.0,4152.0,0.0,52.0
18,101001,0.0,0.0,152.0,0.0,132.0,413.0,5225.0,185.0,3.0,0.0,21.0,259.0,1520.0,17.0,4600.0,0.0,52.0
19,101001,0.0,0.0,152.0,0.0,157.0,465.0,5870.0,185.0,3.0,0.0,21.0,300.0,1615.0,17.0,5071.0,0.0,52.0
20,101001,0.0,0.0,152.0,0.0,193.0,512.0,6455.0,185.0,3.0,0.0,21.0,342.0,1615.0,17.0,5660.0,0.0,52.0
21,101001,0.0,0.0,152.0,0.0,228.0,574.0,7040.0,185.0,3.0,0.0,21.0,391.0,1615.0,17.0,6236.0,0.0,52.0
22,101001,0.0,0.0,152.0,0.0,264.0,636.0,8245.0,185.0,3.0,0.0,21.0,443.0,1715.0,17.0,6900.0,0.0,52.0
23,101001,0.0,0.0,152.0,0.0,294.0,702.0,9705.0,185.0,3.0,0.0,21.0,502.0,1715.0,17.0,7660.0,0.0,52.0
24,101001,0.0,0.0,152.0,0.0,294.0,777.0,11230.0,185.0,3.0,0.0,21.0,563.0,1715.0,17.0,8501.0,0.0,52.0
25,101001,0.0,0.0,152.0,0.0,319.0,838.0,12525.0,185.0,3.0,0.0,21.0,617.0,1715.0,17.0,9607.0,0.0,52.0
26,101001,0.0,0.0,152.0,0.0,346.0,887.0,13520.0,185.0,3.0,0.0,21.0,660.0,1715.0,17.0,11004.0,0.0,52.0
27,101001,0.0,0.0,152.0,0.0,363.0,931.0,14635.0,185.0,3.0,0.0,21.0,701.0,1715.0,17.0,12544.0,0.0,52.0
28,101001,0.0,0.0,152.0,0.0,380.0,975.0,15855.0,185.0,3.0,0.0,21.0,744.0,1715.0,17.0,14190.0,0.0,52.0
29,101001,0.0,0.0,152.0,0.0,397.0,1023.0,17230.0,185.0,3.0,0.0,21.0,792.0,1715.0,17.0,15938.0,0.0,52.0
30,101001,0.0,0.0,152.0,0.0,415.0,1074.0,18685.0,185.0,3.0,0.0,21.0,843.0,1715.0,17.0,17793.0,0.0,52.0
31,101001,0.0,0.0,152.0,0.0,433.0,1126.0,20220.0,185.0,3.0,0.0,21.0,895.0,1715.0,17.0,19738.0,0.0,52.0
32,101001,0.0,0.0,152.0,0.0,451.0,1179.0,21830.0,185.0,3.0,0.0,21.0,948.0,1715.0,17.0,21773.0,0.0,52.0
33,101001,0.0,0.0,152.0,0.0,469.0,1233.0,23610.0,185.0,3.0,0.0,21.0,1002.0,1715.0,17.0,23924.0,0.0,52.0
34,101001,0.0,0.0,152.0,0.0,486.0,1289.0,25630.0,185.0,3.0,0.0,21.0,1058.0,1715.0,17.0,26191.0,0.0,52.0
35,101001,0.0,0.0,152.0,0.0,503.0,1345.0,27820.0,185.0,3.0,0.0,21.0,1114.0,1715.0,17.0,28569.0,0.0,52.0
2,101101,0.0,0.0,0.0,0.0,0.0,3.0,50.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,17.0
3,101101,0.0,0.0,0.0,0.0,0.0,5.0,140.0,10.0,0.0,0.0,0.0,3.0,105.0,0.0,0.0,0.0,80.0
4,101101,0.0,0.0,5.0,0.0,0.0,7.0,260.0,45.0,0.0,0.0,0.0,5.0,245.0,0.0,0.0,0.0,198.0
5,101101,0.0,0.0,10.0,0.0,0.0,13.0,530.0,70.0,3.0,0.0,0.0,9.0,405.0,0.0,0.0,0.0,353.0
6,101101,0.0,0.0,10.0,0.0,0.0,21.0,1000.0,85.0,3.0,0.0,0.0,16.0,915.0,0.0,0.0,0.0,566.0
7,101101,0.0,0.0,10.0,0.0,0.0,33.0,1320.0,85.0,7.0,0.0,0.0,20.0,1520.0,0.0,0.0,0.0,838.0
8,101101,0.0,0.0,10.0,0.0,0.0,50.0,1750.0,85.0,7.0,0.0,0.0,31.0,1965.0,4.0,0.0,0.0,1137.0
9,101101,0.0,0.0,10.0,25.0,0.0,65.0,2165.0,85.0,14.0,0.0,0.0,46.0,2085.0,13.0,0.0,0.0,1451.0
10,101101,5.0,0.0,35.0,70.0,0.0,82.0,2585.0,85.0,19.0,0.0,0.0,54.0,2145.0,18.0,0.0,0.0,1787.0
11,101101,10.0,0.0,45.0,111.0,0.0,98.0,2985.0,85.0,19.0,0.0,0.0,61.0,2455.0,20.0,0.0,0.0,2216.0
12,101101,30.0,0.0,55.0,144.0,0.0,110.0,3355.0,85.0,24.0,2.0,0.0,65.0,2455.0,22.0,0.0,0.0,2636.0
13,101101,43.0,0.0,55.0,193.0,0.0,123.0,3505.0,110.0,24.0,4.0,0.0,71.0,2455.0,24.0,0.0,0.0,3162.0
14,101101,46.0,0.0,55.0,262.0,0.0,132.0,3505.0,135.0,24.0,6.0,0.0,78.0,2455.0,24.0,0.0,0.0,3781.0
15,101101,49.0,0.0,55.0,341.0,0.0,139.0,3505.0,135.0,24.0,6.0,0.0,88.0,2455.0,24.0,0.0,0.0,4448.0
16,101101,57.0,0.0,55.0,398.0,0.0,146.0,3505.0,135.0,24.0,6.0,0.0,103.0,2455.0,24.0,0.0,0.0,5126.0
17,101101,60.0,0.0,55.0,478.0,0.0,155.0,3555.0,135.0,24.0,6.0,0.0,116.0,2455.0,24.0,0.0,0.0,5846.0
18,101101,60.0,0.0,55.0,587.0,0.0,174.0,3605.0,135.0,24.0,6.0,0.0,128.0,2455.0,24.0,0.0,0.0,6596.0
19,101101,60.0,0.0,55.0,697.0,0.0,198.0,3700.0,135.0,24.0,6.0,0.0,137.0,2455.0,24.0,0.0,0.0,7442.0
20,101101,60.0,0.0,55.0,786.0,0.0,231.0,3895.0,135.0,24.0,6.0,0.0,155.0,2455.0,24.0,0.0,0.0,8317.0
21,101101,60.0,0.0,55.0,889.0,0.0,259.0,4085.0,135.0,24.0,6.0,0.0,166.0,2455.0,24.0,0.0,0.0,9346.0
22,101101,60.0,0.0,55.0,1004.0,0.0,289.0,4175.0,135.0,24.0,6.0,0.0,182.0,2455.0,24.0,0.0,0.0,10529.0
23,101101,60.0,0.0,55.0,1099.0,0.0,316.0,4265.0,135.0,24.0,6.0,0.0,200.0,2455.0,24.0,0.0,0.0,11863.0
24,101101,60.0,0.0,55.0,1196.0,0.0,346.0,4355.0,135.0,24.0,6.0,0.0,212.0,2455.0,24.0,0.0,0.0,13327.0
25,101101,60.0,0.0,55.0,1270.0,0.0,368.0,4355.0,135.0,24.0,6.0,0.0,220.0,2455.0,24.0,0.0,0.0,15030.0
