param_04,param_01,drama_id,command_id,param_02,param_07,param_03,param_06,command_type,param_05,param_08
0,vo_wac_220224,1012,1012014,vo_wac_220224_002,"",0,"",21,"",""
1,100711,1012,1012015,"얼른 진짜 푸딩을\n내놓는 거야~!!",0,10,0,11,1,0.5
"",0,1012,1012016,"","","","",91,"",""
"",0,1012,1012017,0,"","","",22,"",""
"",100711,1013,1013001,wac_idle_smile,"",1,0.2,3,"",""
"",111,1013,1013002,wac_no_items,"",1,0.2,3,"",""
0,100711,1013,1013003,200,"",-340,"",2,"",""
0,111,1013,1013004,200,"",-340,"",2,"",""
"",1,1013,1013005,0,"","","",32,"",""
"",2,1013,1013006,1,"","","",32,"",""
"",11,1013,1013007,0,"","","",32,"",""
"",0,1013,1013008,"","","","",91,"",""
-108,1,1111,1111001,105311,0,202,2,1,-212.75,wac_default_11
-108,1,1111,1111002,111,0,201,2,5,-212.75,wac_default_11
0,1,1111,1111003,1,"",0,1,31,1,""
0,2,1111,1111004,2,"",0,0,31,1,""
0,11,1111,1111005,11,"",0,0,31,1,""
"",105311,1111,1111006,wac_paint_11,"",0,0.2,3,"",""
"",111,1111,1111007,wac_paint_11,"",0,0.2,3,"",""
"",0.3,1111,1111008,0,"","","",93,"",""
"",11,1111,1111009,1,"","","",32,"",wac_default_11
"",se_10035700,1111,1111010,se_10035700_roller,"",0,0.2,23,0,""
"",1,1111,1111011,"","","","",131,"",""
wac_talk_doya_loop,105311,1112,1112001,wac_talk_doya_in,"",0,0.2,3,1,""
"",111,1112,1112002,wac_no_items,"",1,0.2,3,"",""
0,105311,1112,1112003,200,"",-340,"",2,"",""
0,111,1112,1112004,200,"",-340,"",2,"",""
"",1,1112,1112005,0,"","","",32,"",""
"",2,1112,1112006,1,"","","",32,"",""
"",11,1112,1112007,0,"","","",32,"",""
0,vo_wac_220225,1112,1112008,vo_wac_220225_000,"",0,"",21,"",""
1,105311,1112,1112009,"좋았어, 꽤 마무리가 잘 됐어!\n그림 그리는 것도 나쁘지 않군!\n때때로 아이들 장난이라고\n여겨지는 건 유감스럽지만……",0,10,0,11,1,0.5
"",0,1112,1112010,"","","","",91,"",""
0,vo_wac_220225,1112,1112011,vo_wac_220225_001,"",0,"",21,"",""
1,105311,1112,1112012,"멀리 떨어진 이 땅에\n내 그림…… 업적이 남는 것이다.\n이것은 조국에 보고해야 할\n위대한 쾌거가 아닌가!",0,10,0,11,1,0.5
"",0,1112,1112013,"","","","",91,"",""
"",0,1112,1112014,0,"","","",22,"",""
"",105311,1113,1113001,wac_idle_doya,"",1,0.2,3,"",""
"",111,1113,1113002,wac_no_items,"",1,0.2,3,"",""
0,105311,1113,1113003,200,"",-340,"",2,"",""
0,111,1113,1113004,200,"",-340,"",2,"",""
"",1,1113,1113005,0,"","","",32,"",""
"",2,1113,1113006,1,"","","",32,"",""
"",11,1113,1113007,0,"","","",32,"",""
"",0,1113,1113008,"","","","",91,"",""
-108,1,1211,1211001,100811,0,202,2,1,-175,wac_default_01
-108,1,1211,1211002,111,0,201,2,5,-175,wac_default_02
0,4,1211,1211003,4,"",0,1,31,1,""
0,2,1211,1211004,2,"",0,0,31,1,""
0,12,1211,1211005,12,"",0,0,31,1,""
"",100811,1211,1211006,wac_paint_01,"",0,0.2,3,"",""
"",111,1211,1211007,wac_paint_02,"",0,0.2,3,"",""
"",12,1211,1211008,1,"","","",32,"",wac_default_11
"",se_10035700,1211,1211009,se_10035700_brush,"",0,0.2,23,0,""
"",1,1211,1211010,"","","","",131,"",""
wac_talk_wish_loop,100811,1212,1212001,wac_talk_wish_in,"",0,0.2,3,1,""
"",111,1212,1212002,wac_no_items,"",1,0.2,3,"",""
0,100811,1212,1212003,200,"",-340,"",2,"",""
0,111,1212,1212004,200,"",-340,"",2,"",""
"",4,1212,1212005,0,"","","",32,"",""
"",2,1212,1212006,1,"","","",32,"",""
"",12,1212,1212007,0,"","","",32,"",""
0,vo_wac_220226,1212,1212008,vo_wac_220226_000,"",0,"",21,"",""
1,100811,1212,1212009,"아아…… 아름다워……\n아름답다 말고는 이것을\n표현할 말을 찾을 수 없어.",0,10,0,11,1,0.5
"",0,1212,1212010,"","","","",91,"",""
0,vo_wac_220226,1212,1212011,vo_wac_220226_001,"",0,"",21,"",""
1,100811,1212,1212012,"미완의 아름다움이라는 말도 있지만,\n그런 건 나에게는 상관없지.\n완전하고 완벽한 아름다움.\n그것이 나! 아아…… 아름다워……",0,10,0,11,1,0.5
"",0,1212,1212013,"","","","",91,"",""
"",0,1212,1212014,0,"","","",22,"",""
"",100811,1213,1213001,wac_idle_wish,"",1,0.2,3,"",""
"",111,1213,1213002,wac_no_items,"",1,0.2,3,"",""
0,100811,1213,1213003,200,"",-340,"",2,"",""
0,111,1213,1213004,200,"",-340,"",2,"",""
"",4,1213,1213005,0,"","","",32,"",""
"",2,1213,1213006,1,"","","",32,"",""
"",12,1213,1213007,0,"","","",32,"",""
"",0,1213,1213008,"","","","",91,"",""
-108,1,1311,1311001,104511,0,202,2,1,-175,wac_default_01
-108,1,1311,1311002,111,0,201,2,5,-175,wac_default_02
0,4,1311,1311003,4,"",0,1,31,1,""
0,2,1311,1311004,2,"",0,0,31,1,""
0,12,1311,1311005,12,"",0,0,31,1,""
"",104511,1311,1311006,wac_paint_01,"",0,0.2,3,"",""
"",111,1311,1311007,wac_paint_02,"",0,0.2,3,"",""
"",12,1311,1311008,1,"","","",32,"",wac_default_11
"",se_10035700,1311,1311009,se_10035700_brush,"",0,0.2,23,0,""
"",1,1311,1311010,"","","","",131,"",""
wac_talk_smile_loop,104511,1312,1312001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,1312,1312002,wac_no_items,"",1,0.2,3,"",""
0,104511,1312,1312003,200,"",-340,"",2,"",""
0,111,1312,1312004,200,"",-340,"",2,"",""
"",4,1312,1312005,0,"","","",32,"",""
"",2,1312,1312006,1,"","","",32,"",""
"",12,1312,1312007,0,"","","",32,"",""
0,vo_wac_220227,1312,1312008,vo_wac_220227_000,"",0,"",21,"",""
1,104511,1312,1312009,"크흐흐……\n쿠우카의 여러 가지 것을\n담아 그린 그림이,\n보여지는 거군요……",0,10,0,11,1,0.5
"",0,1312,1312010,"","","","",91,"",""
0,vo_wac_220227,1312,1312011,vo_wac_220227_001,"",0,"",21,"",""
1,104511,1312,1312012,"섬세한 붓질……\n거친 터치……\n쿠우카의 손으로 만들어진 그림이……!\n츄르릅~♪",0,10,0,11,1,0.5
"",0,1312,1312013,"","","","",91,"",""
"",0,1312,1312014,0,"","","",22,"",""
"",104511,1313,1313001,wac_idle_smile,"",1,0.2,3,"",""
"",111,1313,1313002,wac_no_items,"",1,0.2,3,"",""
0,104511,1313,1313003,200,"",-340,"",2,"",""
0,111,1313,1313004,200,"",-340,"",2,"",""
"",4,1313,1313005,0,"","","",32,"",""
"",2,1313,1313006,1,"","","",32,"",""
"",12,1313,1313007,0,"","","",32,"",""
"",0,1313,1313008,"","","","",91,"",""
-108,1,1411,1411001,103011,0,202,2,1,-175,wac_default_11
-108,1,1411,1411002,111,0,201,2,5,-175,wac_default_12
0,4,1411,1411003,4,"",0,1,31,1,""
0,2,1411,1411004,2,"",0,0,31,1,""
0,12,1411,1411005,12,"",0,0,31,1,""
"",103011,1411,1411006,wac_paint_11,"",0,0.2,3,"",""
"",111,1411,1411007,wac_paint_12,"",0,0.2,3,"",""
"",0.3,1411,1411008,0,"","","",93,"",""
"",12,1411,1411009,1,"","","",32,"",wac_default_11
"",se_10035700,1411,1411010,se_10035700_roller,"",0,0.2,23,0,""
"",1,1411,1411011,"","","","",131,"",""
wac_talk_kyapi_loop,103011,1412,1412001,wac_talk_kyapi_in,"",0,0.2,3,1,""
"",111,1412,1412002,wac_no_items,"",1,0.2,3,"",""
0,103011,1412,1412003,200,"",-340,"",2,"",""
0,111,1412,1412004,200,"",-340,"",2,"",""
"",4,1412,1412005,0,"","","",32,"",""
"",2,1412,1412006,1,"","","",32,"",""
"",12,1412,1412007,0,"","","",32,"",""
0,vo_wac_220228,1412,1412008,vo_wac_220228_000,"",0,"",21,"",""
1,103011,1412,1412009,"슈바바밧!!\n해냈다입니다~!\n후후후…… 명필은 붓을 탓하지 않는다인\n만듦새입니다!",0,10,0,11,1,0.5
"",0,1412,1412010,"","","","",91,"",""
0,vo_wac_220228,1412,1412011,vo_wac_220228_001,"",0,"",21,"",""
1,103011,1412,1412012,"이까짓 거, 충신으로서\n당연합니다!\n랜드솔에 쇼군의 위광을\n알립시다!",0,10,0,11,1,0.5
"",0,1412,1412013,"","","","",91,"",""
"",0,1412,1412014,0,"","","",22,"",""
"",103011,1413,1413001,wac_idle_kyapi,"",1,0.2,3,"",""
"",111,1413,1413002,wac_no_items,"",1,0.2,3,"",""
0,103011,1413,1413003,200,"",-340,"",2,"",""
0,111,1413,1413004,200,"",-340,"",2,"",""
"",4,1413,1413005,0,"","","",32,"",""
"",2,1413,1413006,1,"","","",32,"",""
"",12,1413,1413007,0,"","","",32,"",""
"",0,1413,1413008,"","","","",91,"",""
-108,1,1511,1511001,102911,0,202,2,1,-212.75,wac_default_11
-108,1,1511,1511002,111,0,201,2,5,-212.75,wac_default_11
0,1,1511,1511003,1,"",0,1,31,1,""
0,2,1511,1511004,2,"",0,0,31,1,""
0,11,1511,1511005,11,"",0,0,31,1,""
"",102911,1511,1511006,wac_paint_11,"",0,0.2,3,0,""
"",111,1511,1511007,wac_paint_11,"",0,0.2,3,0,""
"",0.3,1511,1511008,0,"","","",93,"",""
"",11,1511,1511009,1,"","","",32,"",""
"",se_10035700,1511,1511010,se_10035700_roller,"",0,"",23,"",""
"",1,1511,1511011,"","","","",131,"",""
wac_talk_smile_loop,102911,1512,1512001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,1512,1512002,wac_no_items,"",1,0.2,3,"",""
0,102911,1512,1512003,200,"",-340,"",2,"",""
0,111,1512,1512004,200,"",-340,"",2,"",""
"",1,1512,1512005,0,"","","",32,"",""
"",2,1512,1512006,1,"","","",32,"",""
"",11,1512,1512007,0,"","","",32,"",""
0,vo_wac_220301,1512,1512008,vo_wac_220301_000,"",0,"",21,"",""
1,102911,1512,1512009,"앗, 아뿔싸~!\n나도 모르게 내 사인을 해버렸어♪",0,10,0,11,1,0.5
"",0,1512,1512010,"","","","",91,"",""
0,vo_wac_220301,1512,1512011,vo_wac_220301_001,"",0,"",21,"",""
1,102911,1512,1512012,"자신을 보여주는 게 아니라\n자신이 그린 것을 보여준다.\n이것도 표현의 형태구나!\n아이돌 활동에 활용할 수 있겠어♪",0,10,0,11,1,0.5
"",0,1512,1512013,"","","","",91,"",""
"",0,1512,1512014,0,"","","",22,"",""
"",102911,1513,1513001,wac_idle_smile,"",1,0.2,3,"",""
"",111,1513,1513002,wac_no_items,"",1,0.2,3,"",""
0,102911,1513,1513003,200,"",-340,"",2,"",""
0,111,1513,1513004,200,"",-340,"",2,"",""
"",1,1513,1513005,0,"","","",32,"",""
"",2,1513,1513006,1,"","","",32,"",""
"",11,1513,1513007,0,"","","",32,"",""
"",0,1513,1513008,"","","","",91,"",""
-108,1,1611,1611001,104211,0,202,2,1,-212.75,wac_default_01
-108,1,1611,1611002,111,0,201,2,5,-212.75,wac_default_02
0,1,1611,1611003,1,"",0,1,31,1,""
0,2,1611,1611004,2,"",0,0,31,1,""
0,11,1611,1611005,11,"",0,0,31,1,""
"",104211,1611,1611006,wac_paint_01,"",0,0.2,3,0,""
"",111,1611,1611007,wac_paint_02,"",0,0.2,3,0,""
"",0,1611,1611008,0,"","","",93,"",""
"",11,1611,1611009,1,"","","",32,"",""
"",se_10035700,1611,1611010,se_10035700_brush,"",0,"",23,"",""
"",1,1611,1611011,"","","","",131,"",""
wac_talk_wish_loop,104211,1612,1612001,wac_talk_wish_in,"",0,0.2,3,1,""
"",111,1612,1612002,wac_no_items,"",1,0.2,3,"",""
0,104211,1612,1612003,200,"",-340,"",2,"",""
0,111,1612,1612004,200,"",-340,"",2,"",""
"",1,1612,1612005,0,"","","",32,"",""
"",2,1612,1612006,1,"","","",32,"",""
"",11,1612,1612007,0,"","","",32,"",""
0,vo_wac_220302,1612,1612008,vo_wac_220302_000,"",0,"",21,"",""
1,104211,1612,1612009,"아…… 저도 모르게 버릇처럼 사인을\n해버렸어요……\n……이거, 노조미도 했을 것 같네요.",0,10,0,11,1,0.5
"",0,1612,1612010,"","","","",91,"",""
0,vo_wac_220302,1612,1612011,vo_wac_220302_001,"",0,"",21,"",""
1,104211,1612,1612012,"후후. 여러 가지 그림이 서로 포개져서\n마치 음색처럼 서로 울리고 있어.\n……완성이 기대되네요.",0,10,0,11,1,0.5
"",0,1612,1612013,"","","","",91,"",""
"",0,1612,1612014,0,"","","",22,"",""
"",104211,1613,1613001,wac_idle_wish,"",1,0.2,3,"",""
"",111,1613,1613002,wac_no_items,"",1,0.2,3,"",""
0,104211,1613,1613003,200,"",-340,"",2,"",""
0,111,1613,1613004,200,"",-340,"",2,"",""
"",1,1613,1613005,0,"","","",32,"",""
"",2,1613,1613006,1,"","","",32,"",""
"",11,1613,1613007,0,"","","",32,"",""
"",0,1613,1613008,"","","","",91,"",""
-108,1,1711,1711001,105411,0,202,2,1,-212.75,wac_default_11
-108,1,1711,1711002,111,0,201,2,5,-212.75,wac_default_13
0,1,1711,1711003,1,"",0,1,31,1,""
0,2,1711,1711004,2,"",0,0,31,1,""
0,11,1711,1711005,11,"",0,0,31,1,""
"",105411,1711,1711006,wac_paint_11,"",0,0.2,3,0,""
"",111,1711,1711007,wac_paint_13,"",0,0.2,3,0,""
"",0.3,1711,1711008,0,"","","",93,"",""
"",11,1711,1711009,1,"","","",32,"",""
"",se_10035700,1711,1711010,se_10035700_roller,"",0,"",23,"",""
"",1,1711,1711011,"","","","",131,"",""
wac_talk_smile_loop,105411,1712,1712001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,1712,1712002,wac_no_items,"",1,0.2,3,"",""
0,105411,1712,1712003,200,"",-340,"",2,"",""
0,111,1712,1712004,200,"",-340,"",2,"",""
"",1,1712,1712005,0,"","","",32,"",""
"",2,1712,1712006,1,"","","",32,"",""
"",11,1712,1712007,0,"","","",32,"",""
0,vo_wac_220303,1712,1712008,vo_wac_220303_000,"",0,"",21,"",""
1,105411,1712,1712009,"왜 저는 지금 사인을……?\n하지만, 이 정도는 괜찮을까요?\n아니, 역시 수정해두죠.",0,10,0,11,1,0.5
"",0,1712,1712010,"","","","",91,"",""
0,vo_wac_220303,1712,1712011,vo_wac_220303_001,"",0,"",21,"",""
1,105411,1712,1712012,"여러 가지 그렸더니\n어쩐지 새로운 옷을\n만들고 싶어졌어요.\n……좋은 창작을 했다는 거겠죠.",0,10,0,11,1,0.5
"",0,1712,1712013,"","","","",91,"",""
"",0,1712,1712014,0,"","","",22,"",""
"",105411,1713,1713001,wac_idle_smile,"",1,0.2,3,"",""
"",111,1713,1713002,wac_no_items,"",1,0.2,3,"",""
0,105411,1713,1713003,200,"",-340,"",2,"",""
0,111,1713,1713004,200,"",-340,"",2,"",""
"",1,1713,1713005,0,"","","",32,"",""
"",2,1713,1713006,1,"","","",32,"",""
"",11,1713,1713007,0,"","","",32,"",""
"",0,1713,1713008,"","","","",91,"",""
-108,1,1811,1811001,107111,0,202,2,1,-212.75,wac_default_11
-108,1,1811,1811002,111,0,201,2,5,-212.75,wac_default_12
0,1,1811,1811003,1,"",0,1,31,1,""
0,2,1811,1811004,2,"",0,0,31,1,""
0,11,1811,1811005,11,"",0,0,31,1,""
"",107111,1811,1811006,wac_paint_11,"",0,0.2,3,0,""
"",111,1811,1811007,wac_paint_12,"",0,0.2,3,0,""
"",0.3,1811,1811008,0,"","","",93,"",""
"",11,1811,1811009,1,"","","",32,"",""
"",se_10035700,1811,1811010,se_10035700_roller,"",0,"",23,"",""
"",1,1811,1811011,"","","","",131,"",""
wac_talk_doya_loop,107111,1812,1812001,wac_talk_doya_in,"",0,0.2,3,1,""
"",111,1812,1812002,wac_no_items,"",1,0.2,3,"",""
0,107111,1812,1812003,200,"",-340,"",2,"",""
0,111,1812,1812004,200,"",-340,"",2,"",""
"",1,1812,1812005,0,"","","",32,"",""
"",2,1812,1812006,1,"","","",32,"",""
"",11,1812,1812007,0,"","","",32,"",""
0,vo_wac_220304,1812,1812008,vo_wac_220304_000,"",0,"",21,"",""
1,107111,1812,1812009,"흥, 이 내가 그림 그리기라니\n지루함을 죽이는 거라도, 좀 더 과격한\n것을 준비해줬으면 하는군.",0,10,0,11,1,0.5
"",0,1812,1812010,"","","","",91,"",""
0,vo_wac_220304,1812,1812011,vo_wac_220304_001,"",0,"",21,"",""
1,107111,1812,1812012,"그렇다고는 하지만, 이 크리스티나 씨는\n예술도 당연히 즐기고 있지.\n자, 보도록 해라.\n잘 보고, 눈물을 흘리라고!",0,10,0,11,1,0.5
"",0,1812,1812013,"","","","",91,"",""
"",0,1812,1812014,0,"","","",22,"",""
"",107111,1813,1813001,wac_idle_doya,"",1,0.2,3,"",""
"",111,1813,1813002,wac_no_items,"",1,0.2,3,"",""
0,107111,1813,1813003,200,"",-340,"",2,"",""
0,111,1813,1813004,200,"",-340,"",2,"",""
"",1,1813,1813005,0,"","","",32,"",""
"",2,1813,1813006,1,"","","",32,"",""
"",11,1813,1813007,0,"","","",32,"",""
"",0,1813,1813008,"","","","",91,"",""
-108,1,1911,1911001,104711,0,202,2,1,-325,wac_default_bot_01
-108,1,1911,1911002,111,0,201,2,5,-325,wac_default_08
0,3,1911,1911003,3,"",0,1,31,1,""
0,2,1911,1911004,2,"",0,0,31,1,""
0,13,1911,1911005,13,"",0,0,31,1,""
"",104711,1911,1911006,wac_paint_bot_01,"",0,0.2,3,0,""
"",111,1911,1911007,wac_paint_08,"",0,0.2,3,0,""
"",0,1911,1911008,0,"","","",93,"",""
"",13,1911,1911009,1,"","","",32,"",""
"",se_10035700,1911,1911010,se_10035700_brush,"",0,"",23,"",""
"",1,1911,1911011,"","","","",131,"",""
wac_talk_sad_loop,104711,1912,1912001,wac_talk_sad_in,"",0,0.2,3,1,""
"",111,1912,1912002,wac_no_items,"",1,0.2,3,"",""
0,104711,1912,1912003,200,"",-340,"",2,"",""
0,111,1912,1912004,200,"",-340,"",2,"",""
"",3,1912,1912005,0,"","","",32,"",""
"",2,1912,1912006,1,"","","",32,"",""
"",13,1912,1912007,0,"","","",32,"",""
0,vo_wac_220305,1912,1912008,vo_wac_220305_000,"",0,"",21,"",""
1,104711,1912,1912009,"으~음, 제대로 잘 그렸으려나.\n이런 건 나보다도 다른 단원이\n적합하다고 생각하지만……",0,10,0,11,1,0.5
"",0,1912,1912010,"","","","",91,"",""
0,vo_wac_220305,1912,1912011,vo_wac_220305_001,"",0,"",21,"",""
1,104711,1912,1912012,"단장으로서 모두의 본보기가 되는 것도\n중요하지.\n열심히 그렸으니 문제없겠지.\n다른 사람의 그림을 보는 것도 기대되는군.",0,10,0,11,1,0.5
"",0,1912,1912013,"","","","",91,"",""
"",0,1912,1912014,0,"","","",22,"",""
"",104711,1913,1913001,wac_idle_sad,"",1,0.2,3,"",""
"",111,1913,1913002,wac_no_items,"",1,0.2,3,"",""
0,104711,1913,1913003,200,"",-340,"",2,"",""
0,111,1913,1913004,200,"",-340,"",2,"",""
"",3,1913,1913005,0,"","","",32,"",""
"",2,1913,1913006,1,"","","",32,"",""
"",13,1913,1913007,0,"","","",32,"",""
"",0,1913,1913008,"","","","",91,"",""
-108,1,2011,2011001,103711,0,202,2,1,-325,wac_default_bot_01
-108,1,2011,2011002,111,0,201,2,5,-325,wac_default_04
0,3,2011,2011003,3,"",0,1,31,1,""
0,2,2011,2011004,2,"",0,0,31,1,""
0,13,2011,2011005,13,"",0,0,31,1,""
"",103711,2011,2011006,wac_paint_bot_01,"",0,0.2,3,0,""
"",111,2011,2011007,wac_paint_04,"",0,0.2,3,0,""
"",0,2011,2011008,0,"","","",93,"",""
"",13,2011,2011009,1,"","","",32,"",""
"",se_10035700,2011,2011010,se_10035700_brush,"",0,"",23,"",""
"",1,2011,2011011,"","","","",131,"",""
wac_talk_smile_loop,103711,2012,2012001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,2012,2012002,wac_no_items,"",1,0.2,3,"",""
0,103711,2012,2012003,200,"",-340,"",2,"",""
0,111,2012,2012004,200,"",-340,"",2,"",""
"",3,2012,2012005,0,"","","",32,"",""
"",2,2012,2012006,1,"","","",32,"",""
"",13,2012,2012007,0,"","","",32,"",""
0,vo_wac_220306,2012,2012008,vo_wac_220306_000,"",0,"",21,"",""
1,103711,2012,2012009,"벽에 그림을 그리다니\n장난치는 것 같아서\n즐거웠어……라고,\n내가 말하면 못쓰나.",0,10,0,11,1,0.5
"",0,2012,2012010,"","","","",91,"",""
0,vo_wac_220306,2012,2012011,vo_wac_220306_001,"",0,"",21,"",""
1,103711,2012,2012012,"하지만 정말로 즐거웠어.\n공공사업으로 이런 걸 하는 것도\n좋은 거구나.\n밝고 즐거운 마을이 되면 좋겠다.",0,10,0,11,1,0.5
"",0,2012,2012013,"","","","",91,"",""
"",0,2012,2012014,0,"","","",22,"",""
"",103711,2013,2013001,wac_idle_smile,"",1,0.2,3,"",""
"",111,2013,2013002,wac_no_items,"",1,0.2,3,"",""
0,103711,2013,2013003,200,"",-340,"",2,"",""
0,111,2013,2013004,200,"",-340,"",2,"",""
"",3,2013,2013005,0,"","","",32,"",""
"",2,2013,2013006,1,"","","",32,"",""
"",13,2013,2013007,0,"","","",32,"",""
"",0,2013,2013008,"","","","",91,"",""
-108,1,2111,2111001,100511,0,202,2,1,-212.75,wac_default_11
-108,1,2111,2111002,111,0,201,2,5,-212.75,wac_default_12
0,1,2111,2111003,1,"",0,1,31,1,""
0,2,2111,2111004,2,"",0,0,31,1,""
0,11,2111,2111005,11,"",0,0,31,1,""
"",100511,2111,2111006,wac_paint_11,"",0,0.2,3,0,""
"",111,2111,2111007,wac_paint_12,"",0,0.2,3,0,""
"",0.3,2111,2111008,0,"","","",93,"",""
"",11,2111,2111009,1,"","","",32,"",""
"",se_10035700,2111,2111010,se_10035700_roller,"",0,"",23,"",""
"",1,2111,2111011,"","","","",131,"",""
wac_talk_smile_loop,100511,2112,2112001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,2112,2112002,wac_no_items,"",1,0.2,3,"",""
0,100511,2112,2112003,200,"",-340,"",2,"",""
0,111,2112,2112004,200,"",-340,"",2,"",""
"",1,2112,2112005,0,"","","",32,"",""
"",2,2112,2112006,1,"","","",32,"",""
"",11,2112,2112007,0,"","","",32,"",""
0,vo_wac_220307,2112,2112008,vo_wac_220307_000,"",0,"",21,"",""
1,100511,2112,2112009,"짜자잔~!\n저, 마음을 담아 그렸슴다!\n처음에는 불안함도 있었슴다만,\n그런 건 방해가 될 뿐임다!",0,10,0,11,1,0.5
"",0,2112,2112010,"","","","",91,"",""
0,vo_wac_220307,2112,2112011,vo_wac_220307_001,"",0,"",21,"",""
1,100511,2112,2112012,"일필에 정성을 기울여\n정의의 마음을 담는 게 중요함다.\n이걸로 마을의 나쁜 사람들도\n정의에 눈을 뜨면 좋겠슴다!",0,10,0,11,1,0.5
"",0,2112,2112013,"","","","",91,"",""
"",0,2112,2112014,0,"","","",22,"",""
"",100511,2113,2113001,wac_idle_smile,"",1,0.2,3,"",""
"",111,2113,2113002,wac_no_items,"",1,0.2,3,"",""
0,100511,2113,2113003,200,"",-340,"",2,"",""
0,111,2113,2113004,200,"",-340,"",2,"",""
"",1,2113,2113005,0,"","","",32,"",""
"",2,2113,2113006,1,"","","",32,"",""
"",11,2113,2113007,0,"","","",32,"",""
"",0,2113,2113008,"","","","",91,"",""
-108,1,2211,2211001,103211,0,202,2,1,-212.75,wac_default_11
-108,1,2211,2211002,111,0,201,2,5,-212.75,wac_default_13
0,1,2211,2211003,1,"",0,1,31,1,""
0,2,2211,2211004,2,"",0,0,31,1,""
0,11,2211,2211005,11,"",0,0,31,1,""
"",103211,2211,2211006,wac_paint_11,"",0,0.2,3,0,""
"",111,2211,2211007,wac_paint_13,"",0,0.2,3,0,""
"",0.3,2211,2211008,0,"","","",93,"",""
"",11,2211,2211009,1,"","","",32,"",""
"",se_10035700,2211,2211010,se_10035700_roller,"",0,"",23,"",""
"",1,2211,2211011,"","","","",131,"",""
wac_talk_smile_loop,103211,2212,2212001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,2212,2212002,wac_no_items,"",1,0.2,3,"",""
0,103211,2212,2212003,200,"",-340,"",2,"",""
0,111,2212,2212004,200,"",-340,"",2,"",""
"",1,2212,2212005,0,"","","",32,"",""
"",2,2212,2212006,1,"","","",32,"",""
"",11,2212,2212007,0,"","","",32,"",""
0,vo_wac_220308,2212,2212008,vo_wac_220308_000,"",0,"",21,"",""
1,103211,2212,2212009,"완성, 이에요~!\n저, 예술은 평소에 보는 쪽이었는데\n그린다는 것도 즐겁네요!",0,10,0,11,1,0.5
"",0,2212,2212010,"","","","",91,"",""
0,vo_wac_220308,2212,2212011,vo_wac_220308_001,"",0,"",21,"",""
1,103211,2212,2212012,"그래요! 이 그림이 완성되면\n【메르쿠리우스 재단】에서 사들여서……\n아니, 그러면 안 되죠.\n이건 여러분들의 것이죠.",0,10,0,11,1,0.5
