equip_slot_5,equip_slot_6,unit_id,equip_slot_3,equip_slot_2,equip_slot_1,equip_slot_4,promotion_level
109553,109552,101701,109343,109103,109104,109102,30
109554,109553,101701,109434,109104,10010032,109103,31
10055032,109554,101701,10034032,10010032,10010033,109104,32
10055033,10055032,101701,10043033,10010033,10010034,10010032,33
10055034,10055033,101701,10034034,10010034,10010035,10010033,34
999999,10055034,101701,999999,10010035,999999,10010034,35
101611,101611,101801,101371,101251,101251,101521,1
101611,101611,101801,102371,102221,102222,102461,2
102611,102611,101801,102372,102222,103221,102521,3
102613,102613,101801,103521,103221,103252,103611,4
103611,103611,101801,103371,103252,103222,103522,5
103371,103613,101801,103372,103222,104221,103522,6
103583,103613,101801,104371,104521,104222,103614,7
104581,103583,101801,104372,104222,104223,104461,8
104612,104581,101801,104523,104223,104224,104522,9
104613,104582,101801,104373,104224,105221,104462,10
105611,104583,101801,105371,105221,105222,104463,11
105612,105581,101801,105372,105222,105223,105521,12
105613,105582,101801,105373,105223,105224,105522,13
105614,105583,101801,105523,105224,105225,105462,14
105615,105584,101801,105375,105225,105226,105523,15
105616,105585,101801,105524,105226,105227,105375,16
105617,105586,101801,105377,105227,106221,105524,17
106611,105587,101801,106371,106221,106222,105377,18
106612,106581,101801,106521,106222,106223,106371,19
106613,106582,101801,106462,106223,107221,106372,20
107611,106583,101801,107461,107221,107222,106462,21
107612,107581,101801,107462,107222,107223,107461,22
107613,107582,101801,107463,107223,108221,107462,23
108611,107583,101801,108521,108221,108222,107463,24
108612,108581,101801,108462,108222,108223,108521,25
108613,108582,101801,108523,108223,108224,108462,26
108614,108583,101801,108524,108224,109221,108523,27
109611,108584,101801,109461,109221,109222,108524,28
109612,109581,101801,109522,109222,109223,109461,29
109613,109582,101801,109463,109223,109224,109522,30
109614,109583,101801,109524,109224,10022032,109463,31
10061032,109584,101801,10046032,10022032,10022033,109524,32
10061033,10058032,101801,10046033,10022033,10022034,10046032,33
10061034,10058033,101801,10052034,10022034,10022035,10046033,34
999999,10058034,101801,999999,10022035,999999,10052034,35
101581,101551,102001,101281,101191,101011,101401,1
101281,101551,102001,102311,102011,102013,102493,2
102581,102551,102001,102312,102192,103011,102401,3
102432,102552,102001,103281,103011,103012,103431,4
103431,103551,102001,103282,103192,103013,103491,5
103401,103552,102001,103283,103013,104011,103491,6
103583,103552,102001,104281,104191,104012,103553,7
104551,103553,102001,104282,104192,104013,104491,8
104552,104551,102001,104402,104193,104014,104432,9
104553,104552,102001,104284,104194,105011,104402,10
105551,104554,102001,105401,105191,105012,104433,11
105552,105551,102001,105312,105192,105013,105401,12
105553,105552,102001,105491,105193,105014,105431,13
105554,105553,102001,105432,105194,105015,105491,14
105555,105554,102001,105345,105195,105016,105432,15
105556,105555,102001,105286,105196,105017,105345,16
105557,105556,102001,105287,105197,106011,105286,17
106551,105557,102001,106281,106191,106192,105287,18
106552,106551,102001,106282,106192,106013,106281,19
106553,106552,102001,106283,106193,107011,106282,20
107551,106553,102001,107491,107191,107012,106283,21
107552,107551,102001,107282,107192,107013,107491,22
107553,107552,102001,107283,107193,108011,107282,23
108551,107553,102001,108431,108191,108012,107283,24
108552,108551,102001,108312,108192,108013,108431,25
108553,108552,102001,108313,108193,108014,108312,26
108554,108553,102001,108314,108194,109011,108313,27
109551,108554,102001,109401,109191,109012,108314,28
109552,109551,102001,109282,109192,109013,109401,29
109553,109552,102001,109283,109193,109014,109282,30
109554,109553,102001,109284,109194,10001032,109283,31
10055032,109554,102001,10040032,10019032,10001033,109284,32
10055033,10055032,102001,10040033,10019033,10001034,10040032,33
10055034,10055033,102001,10028034,10019034,10001035,10040033,34
999999,10055034,102001,999999,10001035,999999,10028034,35
101551,101581,102101,101281,101431,101191,101191,1
101431,101581,102101,102311,102431,102192,102191,2
102191,102551,102101,102282,102401,103191,102192,3
102401,102401,102101,103311,103581,103192,103191,4
103581,103551,102101,103282,103432,103193,103192,5
103582,103282,102101,103283,103583,104191,103192,6
103583,103582,102101,104311,104401,104192,103193,7
104581,103583,102101,104282,104192,104193,104491,8
104582,104581,102101,104313,104193,104194,104432,9
104583,104582,102101,104433,104194,105191,104313,10
105581,104583,102101,105401,105191,105192,104433,11
105582,105581,102101,105342,105192,105193,105401,12
105583,105582,102101,105283,105193,105194,105431,13
105584,105583,102101,105314,105194,105195,105491,14
105585,105584,102101,105315,105195,105196,105432,15
105586,105585,102101,105316,105196,105197,105315,16
105587,105586,102101,105317,105197,106191,105316,17
106581,105587,102101,106311,106191,106192,105317,18
106582,106581,102101,106312,106192,106193,106311,19
106583,106582,102101,106313,106193,107191,106312,20
107581,106583,102101,107311,107191,107192,106313,21
107582,107581,102101,107312,107192,107193,107311,22
107583,107582,102101,107313,107193,108191,107312,23
108581,107583,102101,108311,108191,108192,107313,24
108582,108581,102101,108282,108192,108193,108311,25
108583,108582,102101,108283,108193,108194,108282,26
108584,108583,102101,108314,108194,109191,108283,27
109581,108584,102101,109281,109191,109192,108314,28
109582,109581,102101,109282,109192,109193,109281,29
109583,109582,102101,109283,109193,109194,109282,30
109584,109583,102101,109284,109194,10019032,109283,31
10058032,109584,102101,10028032,10019032,10019033,109284,32
10058033,10058032,102101,10028033,10019033,10019034,10028032,33
10058034,10058033,102101,10028034,10019034,10019035,10028033,34
999999,10058034,102101,999999,10019035,999999,10028034,35
101611,101611,102201,101371,101251,101251,101521,1
101611,101611,102201,102371,102221,102222,102461,2
102611,102611,102201,102372,102222,103221,102521,3
102613,102613,102201,103221,103521,103252,103611,4
103611,103611,102201,103371,103252,103222,103522,5
103371,103613,102201,103372,103222,104221,103522,6
103614,103522,102201,104371,104221,104222,103614,7
104611,103614,102201,104522,104222,104223,104221,8
104612,104611,102201,104462,104223,104224,104222,9
104613,104612,102201,104463,104224,105221,104223,10
105611,104613,102201,105371,105221,105222,104224,11
105612,105611,102201,105372,105222,105223,105221,12
105613,105612,102201,105373,105223,105224,105222,13
105614,105613,102201,105523,105224,105225,105223,14
105615,105614,102201,105375,105225,105226,105224,15
105616,105615,102201,105376,105226,105227,105225,16
105617,105616,102201,105377,105227,106221,105226,17
106611,105617,102201,106371,106221,106222,105227,18
106612,106611,102201,106372,106222,106223,106221,19
106613,106612,102201,106373,106223,107221,106222,20
107611,106613,102201,107371,107221,107222,106223,21
107612,107611,102201,107372,107222,107223,107221,22
107613,107612,102201,107373,107223,108221,107222,23
108611,107613,102201,108521,108221,108222,107223,24
108612,108611,102201,108462,108222,108223,108221,25
108613,108612,102201,108523,108223,108224,108222,26
108614,108613,102201,108524,108224,109221,108223,27
109611,108614,102201,109461,109221,109222,108224,28
109612,109611,102201,109522,109222,109223,109221,29
109613,109612,102201,109463,109223,109224,109222,30
109614,109613,102201,109524,109224,10022032,109223,31
10061032,109614,102201,10046032,10022032,10022033,109224,32
10061033,10061032,102201,10046033,10022033,10022034,10022032,33
10061034,10061033,102201,10052034,10022034,10022035,10022033,34
999999,10061034,102201,999999,10022035,999999,10022034,35
101551,101581,102301,101281,101191,101191,101401,1
101551,101551,102301,102311,102191,102192,102493,2
102191,102551,102301,102282,102192,103191,102401,3
102552,102552,102301,103311,103191,103192,103581,4
103191,103551,102301,103282,103192,103193,103401,5
103552,103552,102301,103283,103193,104191,103401,6
103193,103582,102301,104311,104191,104192,103553,7
104551,103553,102301,104282,104192,104193,104401,8
104552,104551,102301,104402,104193,104194,104282,9
104583,104552,102301,104433,104194,105191,104283,10
105551,104554,102301,105401,105191,105192,104284,11
105552,105551,102301,105431,105192,105193,105281,12
105553,105552,102301,105283,105193,105194,105282,13
105554,105553,102301,105284,105194,105195,105283,14
105555,105554,102301,105402,105195,105196,105284,15
105556,105555,102301,105346,105196,105197,105402,16
105557,105556,102301,105403,105197,106191,105346,17
106551,105557,102301,106401,106191,106192,105403,18
106552,106551,102301,106431,106192,106193,106401,19
106553,106552,102301,106491,106193,107191,106431,20
107551,106553,102301,107281,107191,107192,106491,21
107552,107551,102301,107342,107192,107193,107281,22
107553,107552,102301,107343,107193,108191,107342,23
108551,107553,102301,108431,108191,108192,107343,24
108552,108551,102301,108492,108192,108193,108431,25
108553,108552,102301,108343,108193,108194,108492,26
108554,108553,102301,108494,108194,109191,108343,27
109551,108554,102301,109401,109191,109192,108494,28
109552,109551,102301,109402,109192,109193,109401,29
109553,109552,102301,109343,109193,109194,109402,30
109554,109553,102301,109494,109194,10019032,109343,31
10055032,109554,102301,10040032,10019032,10019033,109494,32
10055033,10055032,102301,10040033,10019033,10019034,10040032,33
10055034,10055033,102301,10049034,10019034,10019035,10040033,34
999999,10055034,102301,999999,10019035,999999,10049034,35
101611,101581,102501,101371,101251,101251,101521,1
101611,101581,102501,102371,102251,102252,102461,2
102612,102581,102501,102372,102252,103251,102521,3
102614,102582,102501,103521,103251,103252,103521,4
103612,103581,102501,103371,103252,103222,103461,5
103613,103582,102501,103372,103222,104251,103522,6
103222,103582,102501,104371,104461,104252,103614,7
104581,103614,102501,104372,104252,104253,104461,8
104582,104611,102501,104523,104253,104254,104522,9
104613,104612,102501,104463,104254,105251,104523,10
105611,104613,102501,105371,105251,105252,104463,11
105612,105611,102501,105522,105252,105253,105521,12
105613,105612,102501,105373,105253,105254,105522,13
105614,105613,102501,105523,105254,105255,105462,14
105615,105614,102501,105375,105255,105256,105523,15
105616,105615,102501,105524,105256,105257,105375,16
105617,105616,102501,105377,105257,106251,105524,17
106611,105617,102501,106371,106251,106252,105377,18
106612,106611,102501,106521,106252,106253,106371,19
106613,106612,102501,106373,106253,107251,106521,20
107611,106613,102501,107371,107251,107252,106373,21
107612,107611,102501,107372,107252,107253,107371,22
107613,107612,102501,107373,107253,108251,107372,23
108611,107613,102501,108371,108251,108252,107373,24
108612,108611,102501,108372,108252,108253,108371,25
108613,108612,102501,108373,108253,108254,108372,26
108614,108613,102501,108374,108254,109251,108373,27
109611,108614,102501,109371,109251,109252,108374,28
109612,109611,102501,109372,109252,109253,109371,29
109613,109612,102501,109373,109253,109254,109372,30
109614,109613,102501,109374,109254,10025032,109373,31
10061032,109614,102501,10037032,10025032,10025033,109374,32
10061033,10061032,102501,10037033,10025033,10025034,10037032,33
10061034,10061033,102501,10037034,10025034,10025035,10037033,34
999999,10061034,102501,999999,10025035,999999,10037034,35
101581,101581,102601,101281,101161,101161,101431,1
101581,101581,102601,102341,102162,102163,102491,2
102581,102581,102601,102342,102163,103161,102432,3
102582,102552,102601,103341,103161,103162,103431,4
103581,103551,102601,103342,103162,103193,103432,5
103552,103582,102601,103343,103193,104161,103401,6
103553,103582,102601,104341,104161,104162,103583,7
104551,103583,102601,104432,104162,104163,104491,8
104582,104581,102601,104402,104163,104164,104432,9
104583,104582,102601,104433,104164,105161,104343,10
105581,104583,102601,105401,105161,105162,104344,11
105582,105581,102601,105342,105162,105163,105341,12
105583,105582,102601,105283,105163,105164,105342,13
105584,105583,102601,105432,105164,105165,105343,14
105585,105584,102601,105402,105165,105166,105344,15
105586,105585,102601,105433,105166,105167,105402,16
105587,105586,102601,105403,105167,106161,105433,17
106581,105587,102601,106401,106161,106162,105403,18
106582,106581,102601,106431,106162,106163,106401,19
106583,106582,102601,106491,106163,107161,106431,20
107581,106583,102601,107281,107161,107162,106491,21
107582,107581,102601,107342,107162,107163,107281,22
107583,107582,102601,107343,107163,108161,107342,23
108581,107583,102601,108281,108161,108162,107343,24
108582,108581,102601,108492,108162,108163,108281,25
108583,108582,102601,108283,108163,108164,108492,26
108584,108583,102601,108314,108164,109161,108283,27
109581,108584,102601,109311,109161,109162,108314,28
109582,109581,102601,109312,109162,109163,109311,29
109583,109582,102601,109313,109163,109164,109312,30
109584,109583,102601,109314,109164,10016032,109313,31
10058032,109584,102601,10031032,10016032,10016033,109314,32
10058033,10058032,102601,10031033,10016033,10016034,10031032,33
10058034,10058033,102601,10031034,10016034,10016035,10031033,34
999999,10058034,102601,999999,10016035,999999,10031034,35
101551,101551,102701,101401,101191,101191,101191,1
101551,101551,102701,102281,102191,102192,102191,2
102551,102551,102701,102282,102192,103191,102192,3
102552,102552,102701,103281,103191,103192,103191,4
103551,103551,102701,103371,103192,103193,103192,5
103552,103552,102701,103283,103193,104191,103192,6
103553,103552,102701,104281,104191,104192,103193,7
104551,103553,102701,104282,104192,104193,104191,8
104552,104551,102701,104283,104193,104194,104192,9
104554,104552,102701,104284,104194,105191,104193,10
