main_skill_lv_8,energy_recovery_rate,main_skill_lv_6,main_skill_lv_9,hp,physical_critical,ex_skill_lv_3,resist_status_id,ex_skill_lv_1,life_steal,main_skill_lv_2,energy_reduce_rate,atk,union_burst_level,main_skill_lv_7,main_skill_lv_1,physical_penetrate,rarity,level,accuracy,unit_id,main_skill_lv_10,hp_recovery_rate,main_skill_lv_4,dodge,magic_penetrate,main_skill_lv_5,main_skill_lv_3,ex_skill_lv_4,magic_def,enemy_id,wave_hp_recovery,def,ex_skill_lv_2,resist_variation_id,ex_skill_lv_5,wave_energy_recovery,promotion_level,magic_critical,magic_str
14,30,14,14,1513,10,14,200000008,14,0,14,0,0,14,14,14,0,1,14,0,200300,14,0,14,1,0,14,14,14,16,670030014,0,26,14,0,14,0,1,10,138
15,30,15,15,1717,10,15,200000008,15,0,15,0,0,15,15,15,0,1,15,0,200300,15,0,15,1,0,15,15,15,16,670030015,0,26,15,0,15,0,1,10,145
16,30,16,16,1921,10,16,200000008,16,0,16,0,0,16,16,16,0,1,16,0,200300,16,0,16,1,0,16,16,16,17,670030016,0,26,16,0,16,0,1,10,151
17,30,17,17,2257,10,17,200000008,17,0,17,0,0,17,17,17,0,1,17,0,200300,17,0,17,1,0,17,17,17,18,670030017,0,26,17,0,17,0,1,10,175
18,30,18,18,2592,10,18,200000008,18,0,18,0,0,18,18,18,0,1,18,0,200300,18,0,18,1,0,18,18,18,18,670030018,0,26,18,0,18,0,1,10,198
19,30,19,19,2828,10,19,200000008,19,0,19,0,0,19,19,19,0,1,19,0,200300,19,0,19,1,0,19,19,19,18,670030019,0,27,19,0,19,0,1,10,200
20,30,20,20,2939,10,20,200000008,20,0,20,0,0,20,20,20,0,1,20,0,200300,20,0,20,1,0,20,20,20,18,670030020,0,27,20,0,20,0,1,10,203
21,30,21,21,3050,10,21,200000008,21,0,21,0,0,21,21,21,0,1,21,0,200300,21,0,21,1,0,21,21,21,18,670030021,0,27,21,0,21,0,1,10,206
22,30,22,22,3148,10,22,200000008,22,0,22,0,0,22,22,22,0,1,22,0,200300,22,0,22,1,0,22,22,22,20,670030022,0,29,22,0,22,0,1,10,226
23,30,23,23,3304,10,23,200000008,23,0,23,0,0,23,23,23,0,1,23,0,200300,23,0,23,1,0,23,23,23,20,670030023,0,29,23,0,23,0,1,10,226
24,30,24,24,3586,10,24,200000008,24,0,24,0,0,24,24,24,0,1,24,0,200300,24,0,24,1,0,24,24,24,28,670030024,0,40,24,0,24,0,1,10,321
25,30,25,25,3866,10,25,200000008,25,0,25,0,0,25,25,25,0,1,25,0,200300,25,0,25,1,0,25,25,25,30,670030025,0,42,25,0,25,0,1,10,333
26,30,26,26,3966,10,26,200000008,26,0,26,0,0,26,26,26,0,1,26,0,200300,26,0,26,1,0,26,26,26,30,670030026,0,42,26,0,26,0,1,10,371
27,30,27,27,4060,10,27,200000008,27,0,27,0,0,27,27,27,0,1,27,0,200300,27,0,27,1,0,27,27,27,30,670030027,0,42,27,0,27,0,1,10,374
28,30,28,28,4152,10,28,200000008,28,0,28,0,0,28,28,28,0,1,28,0,200300,28,0,28,1,0,28,28,28,30,670030028,0,42,28,0,28,0,1,10,376
29,30,29,29,5542,10,29,200000008,29,0,29,0,0,29,29,29,0,1,29,0,200300,29,0,29,1,0,29,29,29,32,670030029,0,45,29,0,29,0,1,10,438
30,30,30,30,5591,10,30,200000008,30,0,30,0,0,30,30,30,0,1,30,0,200300,30,0,30,1,0,30,30,30,32,670030030,0,47,30,0,30,0,1,10,480
31,30,31,31,5604,10,31,200000008,31,0,31,0,0,31,31,31,0,1,31,0,200300,31,0,31,1,0,31,31,31,32,670030031,0,47,31,0,31,0,1,10,481
32,30,32,32,5618,10,32,200000008,32,0,32,0,0,32,32,32,0,1,32,0,200300,32,0,32,1,0,32,32,32,32,670030032,0,47,32,0,32,0,1,10,481
33,30,33,33,5632,10,33,200000008,33,0,33,0,0,33,33,33,0,1,33,0,200300,33,0,33,1,0,33,33,33,32,670030033,0,47,33,0,33,0,1,10,482
34,30,34,34,6542,10,34,200000008,34,0,34,0,0,34,34,34,0,1,34,0,200300,34,0,34,1,0,34,34,34,32,670030034,0,47,34,0,34,0,1,10,539
35,30,35,35,6610,10,35,200000008,35,0,35,0,0,35,35,35,0,1,35,0,200300,35,0,35,1,0,35,35,35,32,670030035,0,48,35,0,35,0,1,10,543
36,30,36,36,7177,10,36,200000008,36,0,36,0,0,36,36,36,0,1,36,0,200300,36,0,36,1,0,36,36,36,32,670030036,0,48,36,0,36,0,1,10,561
37,30,37,37,7979,10,37,200000008,37,0,37,0,0,37,37,37,0,1,37,0,200300,37,0,37,1,0,37,37,37,35,670030037,0,53,37,0,37,0,1,10,606
38,30,38,38,8781,10,38,200000008,38,0,38,0,0,38,38,38,0,1,38,0,200300,38,0,38,1,0,38,38,38,49,670030038,0,70,38,0,38,0,1,10,651
39,30,39,39,9666,10,39,200000008,39,0,39,0,0,39,39,39,0,1,39,0,200300,39,0,39,1,0,39,39,39,49,670030039,0,70,39,0,39,0,1,10,736
40,30,40,40,10551,10,40,200000008,40,0,40,0,0,40,40,40,0,1,40,0,200300,40,0,40,1,0,40,40,40,49,670030040,0,70,40,0,40,0,1,10,821
41,30,41,41,13253,10,41,200000008,41,0,41,0,0,41,41,41,0,1,41,0,200300,41,0,41,1,0,41,41,41,50,670030041,0,72,41,0,41,0,1,10,935
42,30,42,42,15956,10,42,200000008,42,0,42,0,0,42,42,42,0,1,42,0,200300,42,0,42,1,0,42,42,42,50,670030042,0,73,42,0,42,0,1,10,1049
43,30,43,43,16030,10,43,200000008,43,0,43,0,0,43,43,43,0,1,43,0,200300,43,0,43,1,0,43,43,43,52,670030043,0,75,43,0,43,0,1,10,1066
44,30,44,44,16104,10,44,200000008,44,0,44,0,0,44,44,44,0,1,44,0,200300,44,0,44,1,0,44,44,44,52,670030044,0,76,44,0,44,0,1,10,1083
45,30,45,45,16179,10,45,200000008,45,0,45,0,0,45,45,45,0,1,45,0,200300,45,0,45,1,0,45,45,45,53,670030045,0,78,45,0,45,0,1,10,1100
46,30,46,46,17054,10,46,200000008,46,0,46,0,0,46,46,46,0,1,46,0,200300,46,0,46,1,0,46,46,46,56,670030046,0,82,46,0,46,0,1,10,1142
47,30,47,47,17930,10,47,200000008,47,0,47,0,0,47,47,47,0,1,47,0,200300,47,0,47,1,0,47,47,47,59,670030047,0,85,47,0,47,0,1,10,1182
48,30,48,48,17930,10,48,200000008,48,0,48,0,0,48,48,48,0,1,48,0,200300,48,0,48,1,0,48,48,48,63,670030048,0,88,48,0,48,0,1,10,1224
49,30,49,49,17930,10,49,200000008,49,0,49,0,0,49,49,49,0,1,49,0,200300,49,0,49,1,0,49,49,49,63,670030049,0,88,49,0,49,0,1,10,1224
50,30,50,50,18080,10,50,200000008,50,0,50,0,0,50,50,50,0,1,50,0,200300,50,0,50,1,0,50,50,50,69,670030050,0,91,50,0,50,0,1,10,1255
51,30,51,51,18230,10,51,200000008,51,0,51,0,0,51,51,51,0,1,51,0,200300,51,0,51,1,0,51,51,51,75,670030051,0,94,51,0,51,0,1,10,1285
52,30,52,52,18230,10,52,200000008,52,0,52,0,0,52,52,52,0,1,52,0,200300,52,0,52,1,0,52,52,52,76,670030052,0,94,52,0,52,0,1,10,1285
53,30,53,53,18980,10,53,200000008,53,0,53,0,0,53,53,53,0,1,53,0,200300,53,0,53,1,0,53,53,53,77,670030053,0,95,53,0,53,0,1,10,1345
54,30,54,54,19730,10,54,200000008,54,0,54,0,0,54,54,54,0,1,54,0,200300,54,0,54,1,0,54,54,54,77,670030054,0,95,54,0,54,0,1,10,1405
55,30,55,55,20730,10,55,200000008,55,0,55,0,0,55,55,55,0,1,55,0,200300,55,0,55,1,0,55,55,55,77,670030055,0,95,55,0,55,0,1,10,1445
56,30,56,56,21730,10,56,200000008,56,0,56,0,0,56,56,56,0,1,56,0,200300,56,0,56,1,0,56,56,56,77,670030056,0,95,56,0,56,0,1,10,1485
57,30,57,57,22730,10,57,200000008,57,0,57,0,0,57,57,57,0,1,57,0,200300,57,0,57,1,0,57,57,57,79,670030057,0,96,57,0,57,0,1,10,1625
58,30,58,58,23730,10,58,200000008,58,0,58,0,0,58,58,58,0,1,58,0,200300,58,0,58,1,0,58,58,58,80,670030058,0,97,58,0,58,0,1,10,1765
59,30,59,59,24730,10,59,200000008,59,0,59,0,0,59,59,59,0,1,59,0,200300,59,0,59,1,0,59,59,59,82,670030059,0,98,59,0,59,0,1,10,1945
60,30,60,60,25730,10,60,200000008,60,0,60,0,0,60,60,60,0,1,60,0,200300,60,0,60,1,0,60,60,60,83,670030060,0,99,60,0,60,0,1,10,2125
61,30,61,61,26730,10,61,200000008,61,0,61,0,0,61,61,61,0,1,61,0,200300,61,0,61,1,0,61,61,61,85,670030061,0,100,61,0,61,0,1,10,2305
62,30,62,62,27299,10,62,200000008,62,0,62,0,0,62,62,62,0,1,62,0,200300,62,0,62,1,0,62,62,62,86,670030062,0,103,62,0,62,0,1,10,2376
63,30,63,63,27868,10,63,200000008,63,0,63,0,0,63,63,63,0,1,63,0,200300,63,0,63,1,0,63,63,63,86,670030063,0,106,63,0,63,0,1,10,2447
64,30,64,64,28437,10,64,200000008,64,0,64,0,0,64,64,64,0,1,64,0,200300,64,0,64,1,0,64,64,64,86,670030064,0,109,64,0,64,0,1,10,2518
65,30,65,65,29006,10,65,200000008,65,0,65,0,0,65,65,65,0,1,65,0,200300,65,0,65,1,0,65,65,65,86,670030065,0,112,65,0,65,0,1,10,2589
66,30,66,66,29575,10,66,200000008,66,0,66,0,0,66,66,66,0,1,66,0,200300,66,0,66,1,0,66,66,66,86,670030066,0,115,66,0,66,0,1,10,2660
67,30,67,67,30144,10,67,200000008,67,0,67,0,0,67,67,67,0,1,67,0,200300,67,0,67,1,0,67,67,67,87,670030067,0,118,67,0,67,0,1,10,2731
68,30,68,68,30713,10,68,200000008,68,0,68,0,0,68,68,68,0,1,68,0,200300,68,0,68,1,0,68,68,68,87,670030068,0,121,68,0,68,0,1,10,2802
69,30,69,69,31283,10,69,200000008,69,0,69,0,0,69,69,69,0,1,69,0,200300,69,0,69,1,0,69,69,69,87,670030069,0,124,69,0,69,0,1,10,2873
70,30,70,70,31853,10,70,200000008,70,0,70,0,0,70,70,70,0,1,70,0,200300,70,0,70,1,0,70,70,70,87,670030070,0,127,70,0,70,0,1,10,2944
71,30,71,71,32423,10,71,200000008,71,0,71,0,0,71,71,71,0,1,71,0,200300,71,0,71,1,0,71,71,71,87,670030071,0,130,71,0,71,0,1,10,3015
1,30,1,1,468,10,1,200000001,1,0,1,0,46,1,1,1,0,1,1,0,200400,1,0,1,1,0,1,1,1,2,670040001,0,3,1,0,1,0,1,10,0
2,30,2,2,614,10,2,200000001,2,0,2,0,51,2,2,2,0,1,2,0,200400,2,0,2,1,0,2,2,2,2,670040002,0,4,2,0,2,0,1,10,0
3,30,3,3,1024,10,3,200000001,3,0,3,0,56,3,3,3,0,1,3,0,200400,3,0,3,1,0,3,3,3,3,670040003,0,4,3,0,3,0,1,10,0
4,30,4,4,903,10,4,200000001,4,0,4,0,81,4,4,4,0,1,4,0,200400,4,0,4,1,0,4,4,4,3,670040004,0,4,4,0,4,0,1,10,0
5,30,5,5,1003,10,5,200000001,5,0,5,0,120,5,5,5,0,1,5,0,200400,5,0,5,1,0,5,5,5,4,670040005,0,5,5,0,5,0,1,10,0
6,30,6,6,1100,10,6,200000001,6,0,6,0,158,6,6,6,0,1,6,0,200400,6,0,6,1,0,6,6,6,5,670040006,0,6,6,0,6,0,1,10,0
7,30,7,7,1356,10,7,200000001,7,0,7,0,196,7,7,7,0,1,7,0,200400,7,0,7,1,0,7,7,7,5,670040007,0,7,7,0,7,0,1,10,0
8,30,8,8,1608,10,8,200000001,8,0,8,0,234,8,8,8,0,1,8,0,200400,8,0,8,1,0,8,8,8,6,670040008,0,8,8,0,8,0,1,10,0
9,30,9,9,1657,10,9,200000001,9,0,9,0,242,9,9,9,0,1,9,0,200400,9,0,9,1,0,9,9,9,6,670040009,0,8,9,0,9,0,1,10,0
10,30,10,10,1702,10,10,200000001,10,0,10,0,247,10,10,10,0,1,10,0,200400,10,0,10,1,0,10,10,10,6,670040010,0,8,10,0,10,0,1,10,0
11,30,11,11,1746,10,11,200000001,11,0,11,0,251,11,11,11,0,1,11,0,200400,11,0,11,1,0,11,11,11,7,670040011,0,9,11,0,11,0,1,10,0
12,30,12,12,1791,10,12,200000001,12,0,12,0,256,12,12,12,0,1,12,0,200400,12,0,12,1,0,12,12,12,7,670040012,0,9,12,0,12,0,1,10,0
13,30,13,13,1791,10,13,200000001,13,0,13,0,266,13,13,13,0,1,13,0,200400,13,0,13,1,0,13,13,13,7,670040013,0,9,13,0,13,0,1,10,0
14,30,14,14,2079,10,14,200000001,14,0,14,0,298,14,14,14,0,1,14,0,200400,14,0,14,1,0,14,14,14,8,670040014,0,10,14,0,14,0,1,10,0
15,30,15,15,2366,10,15,200000001,15,0,15,0,330,15,15,15,0,1,15,0,200400,15,0,15,1,0,15,15,15,9,670040015,0,11,15,0,15,0,1,10,0
16,30,16,16,2654,10,16,200000001,16,0,16,0,362,16,16,16,0,1,16,0,200400,16,0,16,1,0,16,16,16,10,670040016,0,12,16,0,16,0,1,10,0
17,30,17,17,2941,10,17,200000001,17,0,17,0,394,17,17,17,0,1,17,0,200400,17,0,17,1,0,17,17,17,10,670040017,0,13,17,0,17,0,1,10,0
18,30,18,18,3229,10,18,200000001,18,0,18,0,426,18,18,18,0,1,18,0,200400,18,0,18,1,0,18,18,18,11,670040018,0,14,18,0,18,0,1,10,0
19,30,19,19,3517,10,19,200000001,19,0,19,0,458,19,19,19,0,1,19,0,200400,19,0,19,1,0,19,19,19,12,670040019,0,15,19,0,19,0,1,10,0
20,30,20,20,3804,10,20,200000001,20,0,20,0,490,20,20,20,0,1,20,0,200400,20,0,20,1,0,20,20,20,13,670040020,0,16,20,0,20,0,1,10,0
21,30,21,21,4092,10,21,200000001,21,0,21,0,521,21,21,21,0,1,21,0,200400,21,0,21,1,0,21,21,21,14,670040021,0,16,21,0,21,0,1,10,0
22,30,22,22,4379,10,22,200000001,22,0,22,0,553,22,22,22,0,1,22,0,200400,22,0,22,1,0,22,22,22,15,670040022,0,17,22,0,22,0,1,10,0
23,30,23,23,4667,10,23,200000001,23,0,23,0,585,23,23,23,0,1,23,0,200400,23,0,23,1,0,23,23,23,16,670040023,0,18,23,0,23,0,1,10,0
24,30,24,24,4955,10,24,200000001,24,0,24,0,617,24,24,24,0,1,24,0,200400,24,0,24,1,0,24,24,24,17,670040024,0,19,24,0,24,0,1,10,0
25,30,25,25,5242,10,25,200000001,25,0,25,0,649,25,25,25,0,1,25,0,200400,25,0,25,1,0,25,25,25,17,670040025,0,20,25,0,25,0,1,10,0
26,30,26,26,5530,10,26,200000001,26,0,26,0,681,26,26,26,0,1,26,0,200400,26,0,26,1,0,26,26,26,18,670040026,0,21,26,0,26,0,1,10,0
27,30,27,27,5817,10,27,200000001,27,0,27,0,713,27,27,27,0,1,27,0,200400,27,0,27,1,0,27,27,27,19,670040027,0,22,27,0,27,0,1,10,0
28,30,28,28,6105,10,28,200000001,28,0,28,0,745,28,28,28,0,1,28,0,200400,28,0,28,1,0,28,28,28,20,670040028,0,23,28,0,28,0,1,10,0
29,30,29,29,6145,10,29,200000001,29,0,29,0,756,29,29,29,0,1,29,0,200400,29,0,29,1,0,29,29,29,20,670040029,0,23,29,0,29,0,1,10,0
30,30,30,30,7318,10,30,200000001,30,0,30,0,827,30,30,30,0,1,30,0,200400,30,0,30,1,0,30,30,30,20,670040030,0,23,30,0,30,0,1,10,0
31,30,31,31,6224,10,31,200000001,31,0,31,0,778,31,31,31,0,1,31,0,200400,31,0,31,1,0,31,31,31,20,670040031,0,23,31,0,31,0,1,10,0
32,30,32,32,7273,10,32,200000001,32,0,32,0,826,32,32,32,0,1,32,0,200400,32,0,32,1,0,32,32,32,20,670040032,0,23,32,0,32,0,1,10,0
33,30,33,33,7916,10,33,200000001,33,0,33,0,871,33,33,33,0,1,33,0,200400,33,0,33,1,0,33,33,33,20,670040033,0,23,33,0,33,0,1,10,0
34,30,34,34,8558,10,34,200000001,34,0,34,0,916,34,34,34,0,1,34,0,200400,34,0,34,1,0,34,34,34,20,670040034,0,23,34,0,34,0,1,10,0
35,30,35,35,9201,10,35,200000001,35,0,35,0,961,35,35,35,0,1,35,0,200400,35,0,35,1,0,35,35,35,20,670040035,0,24,35,0,35,0,1,10,0
36,30,36,36,9356,10,36,200000001,36,0,36,0,869,36,36,36,0,1,36,0,200400,36,0,36,1,0,36,36,36,20,670040036,0,24,36,0,36,0,1,10,0
37,30,37,37,9988,10,37,200000001,37,0,37,0,907,37,37,37,0,1,37,0,200400,37,0,37,1,0,37,37,37,21,670040037,0,24,37,0,37,0,1,10,0
38,30,38,38,9988,10,38,200000001,38,0,38,0,907,38,38,38,0,1,38,0,200400,38,0,38,1,0,38,38,38,21,670040038,0,24,38,0,38,0,1,10,0
39,30,39,39,10112,10,39,200000001,39,0,39,0,1115,39,39,39,0,1,39,0,200400,39,0,39,1,0,39,39,39,21,670040039,0,25,39,0,39,0,1,10,0
40,30,40,40,17986,10,40,200000001,40,0,40,0,1533,40,40,40,0,1,40,0,200400,40,0,40,1,0,40,40,40,31,670040040,0,36,40,0,40,0,1,10,0
41,30,41,41,18387,10,41,200000001,41,0,41,0,1558,41,41,41,0,1,41,0,200400,41,0,41,1,0,41,41,41,32,670040041,0,37,41,0,41,0,1,10,0
42,30,42,42,20359,10,42,200000001,42,0,42,0,1584,42,42,42,0,1,42,0,200400,42,0,42,1,0,42,42,42,32,670040042,0,36,42,0,42,0,1,10,0
43,30,43,43,19589,10,43,200000001,43,0,43,0,1609,43,43,43,0,1,43,0,200400,43,0,43,1,0,43,43,43,32,670040043,0,37,43,0,43,0,1,10,0
44,30,44,44,19990,10,44,200000001,44,0,44,0,1665,44,44,44,0,1,44,0,200400,44,0,44,1,0,44,44,44,33,670040044,0,38,44,0,44,0,1,10,0
45,30,45,45,20390,10,45,200000001,45,0,45,0,1659,45,45,45,0,1,45,0,200400,45,0,45,1,0,45,45,45,34,670040045,0,40,45,0,45,0,1,10,0
46,30,46,46,20791,10,46,200000001,46,0,46,0,1685,46,46,46,0,1,46,0,200400,46,0,46,1,0,46,46,46,35,670040046,0,41,46,0,46,0,1,10,0
47,30,47,47,20791,10,47,200000001,47,0,47,0,1710,47,47,47,0,1,47,0,200400,47,0,47,1,0,47,47,47,36,670040047,0,41,47,0,47,0,1,10,0
48,30,48,48,21302,10,48,200000001,48,0,48,0,1734,48,48,48,0,1,48,0,200400,48,0,48,1,0,48,48,48,39,670040048,0,43,48,0,48,0,1,10,0
49,30,49,49,21813,10,49,200000001,49,0,49,0,1757,49,49,49,0,1,49,0,200400,49,0,49,1,0,49,49,49,41,670040049,0,46,49,0,49,0,1,10,0
50,30,50,50,22324,10,50,200000001,50,0,50,0,1781,50,50,50,0,1,50,0,200400,50,0,50,1,0,50,50,50,44,670040050,0,48,50,0,50,0,1,10,0
51,30,51,51,23324,10,51,200000001,51,0,51,0,1870,51,51,51,0,1,51,0,200400,51,0,51,1,0,51,51,51,44,670040051,0,48,51,0,51,0,1,10,0
52,30,52,52,23319,10,52,200000001,52,0,52,0,1926,52,52,52,0,1,52,0,200400,52,0,52,1,0,52,52,52,66,670040052,0,81,52,0,52,0,1,10,0
53,30,53,53,24762,10,53,200000001,53,0,53,0,1997,53,53,53,0,1,53,0,200400,53,0,53,1,0,53,53,53,69,670040053,0,84,53,0,53,0,1,10,0
54,30,54,54,26706,10,54,200000001,54,0,54,0,2070,54,54,54,0,1,54,0,200400,54,0,54,1,0,54,54,54,73,670040054,0,87,54,0,54,0,1,10,0
55,30,55,55,27648,10,55,200000001,55,0,55,0,2143,55,55,55,0,1,55,0,200400,55,0,55,1,0,55,55,55,75,670040055,0,92,55,0,55,0,1,10,0
56,30,56,56,29091,10,56,200000001,56,0,56,0,2214,56,56,56,0,1,56,0,200400,56,0,56,1,0,56,56,56,79,670040056,0,95,56,0,56,0,1,10,0
57,30,57,57,30548,10,57,200000001,57,0,57,0,2309,57,57,57,0,1,57,0,200400,57,0,57,1,0,57,57,57,81,670040057,0,99,57,0,57,0,1,10,0
58,30,58,58,32005,10,58,200000001,58,0,58,0,2404,58,58,58,0,1,58,0,200400,58,0,58,1,0,58,58,58,84,670040058,0,102,58,0,58,0,1,10,0
59,30,59,59,33464,10,59,200000001,59,0,59,0,2500,59,59,59,0,1,59,0,200400,59,0,59,1,0,59,59,59,88,670040059,0,106,59,0,59,0,1,10,0
60,30,60,60,34921,10,60,200000001,60,0,60,0,2595,60,60,60,0,1,60,0,200400,60,0,60,1,0,60,60,60,91,670040060,0,109,60,0,60,0,1,10,0
61,30,61,61,36378,10,61,200000001,61,0,61,0,2691,61,61,61,0,1,61,0,200400,61,0,61,1,0,61,61,61,94,670040061,0,114,61,0,61,0,1,10,0
62,30,62,62,36692,10,62,200000001,62,0,62,0,2787,62,62,62,0,1,62,0,200400,62,0,62,1,0,62,62,62,95,670040062,0,115,62,0,62,0,1,10,0
63,30,63,63,37006,10,63,200000001,63,0,63,0,2882,63,63,63,0,1,63,0,200400,63,0,63,1,0,63,63,63,96,670040063,0,116,63,0,63,0,1,10,0
64,30,64,64,37321,10,64,200000001,64,0,64,0,2978,64,64,64,0,1,64,0,200400,64,0,64,1,0,64,64,64,97,670040064,0,116,64,0,64,0,1,10,0
65,30,65,65,37635,10,65,200000001,65,0,65,0,3074,65,65,65,0,1,65,0,200400,65,0,65,1,0,65,65,65,98,670040065,0,117,65,0,65,0,1,10,0
66,30,66,66,37949,10,66,200000001,66,0,66,0,3169,66,66,66,0,1,66,0,200400,66,0,66,1,0,66,66,66,99,670040066,0,118,66,0,66,0,1,10,0
67,30,67,67,38263,10,67,200000001,67,0,67,0,3265,67,67,67,0,1,67,0,200400,67,0,67,1,0,67,67,67,100,670040067,0,119,67,0,67,0,1,10,0
68,30,68,68,38578,10,68,200000001,68,0,68,0,3361,68,68,68,0,1,68,0,200400,68,0,68,1,0,68,68,68,101,670040068,0,120,68,0,68,0,1,10,0
69,30,69,69,38892,10,69,200000001,69,0,69,0,3456,69,69,69,0,1,69,0,200400,69,0,69,1,0,69,69,69,102,670040069,0,121,69,0,69,0,1,10,0
70,30,70,70,39206,10,70,200000001,70,0,70,0,3552,70,70,70,0,1,70,0,200400,70,0,70,1,0,70,70,70,103,670040070,0,121,70,0,70,0,1,10,0
71,30,71,71,39520,10,71,200000001,71,0,71,0,3648,71,71,71,0,1,71,0,200400,71,0,71,1,0,71,71,71,103,670040071,0,122,71,0,71,0,1,10,0
1,30,1,1,320,10,1,200000001,1,0,1,0,40,1,1,1,0,1,1,0,200500,1,0,1,1,0,1,1,1,2,670050001,0,3,1,0,1,0,1,10,0
2,30,2,2,419,10,2,200000001,2,0,2,0,44,2,2,2,0,1,2,0,200500,2,0,2,1,0,2,2,2,3,670050002,0,4,2,0,2,0,1,10,0
3,30,3,3,700,10,3,200000001,3,0,3,0,48,3,3,3,0,1,3,0,200500,3,0,3,1,0,3,3,3,3,670050003,0,5,3,0,3,0,1,10,0
4,30,4,4,617,10,4,200000001,4,0,4,0,70,4,4,4,0,1,4,0,200500,4,0,4,1,0,4,4,4,3,670050004,0,5,4,0,4,0,1,10,0
5,30,5,5,685,10,5,200000001,5,0,5,0,104,5,5,5,0,1,5,0,200500,5,0,5,1,0,5,5,5,4,670050005,0,6,5,0,5,0,1,10,0
6,30,6,6,752,10,6,200000001,6,0,6,0,136,6,6,6,0,1,6,0,200500,6,0,6,1,0,6,6,6,5,670050006,0,7,6,0,6,0,1,10,0
7,30,7,7,926,10,7,200000001,7,0,7,0,169,7,7,7,0,1,7,0,200500,7,0,7,1,0,7,7,7,6,670050007,0,8,7,0,7,0,1,10,0
8,30,8,8,1591,10,8,200000001,8,0,8,0,186,8,8,8,0,1,8,0,200500,8,0,8,1,0,8,8,8,7,670050008,0,9,8,0,8,0,1,10,0
9,30,9,9,1634,10,9,200000001,9,0,9,0,194,9,9,9,0,1,9,0,200500,9,0,9,1,0,9,9,9,8,670050009,0,10,9,0,9,0,1,10,0
10,30,10,10,1677,10,10,200000001,10,0,10,0,201,10,10,10,0,1,10,0,200500,10,0,10,1,0,10,10,10,8,670050010,0,10,10,0,10,0,1,10,0
11,30,11,11,1677,10,11,200000001,11,0,11,0,211,11,11,11,0,1,11,0,200500,11,0,11,1,0,11,11,11,8,670050011,0,10,11,0,11,0,1,10,0
12,30,12,12,1711,10,12,200000001,12,0,12,0,231,12,12,12,0,1,12,0,200500,12,0,12,1,0,12,12,12,10,670050012,0,13,12,0,12,0,1,10,0
13,30,13,13,1745,10,13,200000001,13,0,13,0,250,13,13,13,0,1,13,0,200500,13,0,13,1,0,13,13,13,11,670050013,0,15,13,0,13,0,1,10,0
14,30,14,14,2555,10,14,200000001,14,0,14,0,322,14,14,14,0,1,14,0,200500,14,0,14,1,0,14,14,14,12,670050014,0,17,14,0,14,0,1,10,0
15,30,15,15,2132,10,15,200000001,15,0,15,0,292,15,15,15,0,1,15,0,200500,15,0,15,1,0,15,15,15,12,670050015,0,16,15,0,15,0,1,10,0
16,30,16,16,2290,10,16,200000001,16,0,16,0,301,16,16,16,0,1,16,0,200500,16,0,16,1,0,16,16,16,12,670050016,0,16,16,0,16,0,1,10,0
17,30,17,17,2398,10,17,200000001,17,0,17,0,368,17,17,17,0,1,17,0,200500,17,0,17,1,0,17,17,17,12,670050017,0,16,17,0,17,0,1,10,0
18,30,18,18,2880,10,18,200000001,18,0,18,0,396,18,18,18,0,1,18,0,200500,18,0,18,1,0,18,18,18,13,670050018,0,17,18,0,18,0,1,10,0
19,30,19,19,3362,10,19,200000001,19,0,19,0,424,19,19,19,0,1,19,0,200500,19,0,19,1,0,19,19,19,13,670050019,0,17,19,0,19,0,1,10,0
20,30,20,20,3871,10,20,200000001,20,0,20,0,446,20,20,20,0,1,20,0,200500,20,0,20,1,0,20,20,20,13,670050020,0,18,20,0,20,0,1,10,0
21,30,21,21,3943,10,21,200000001,21,0,21,0,488,21,21,21,0,1,21,0,200500,21,0,21,1,0,21,21,21,16,670050021,0,21,21,0,21,0,1,10,0
22,30,22,22,4016,10,22,200000001,22,0,22,0,530,22,22,22,0,1,22,0,200500,22,0,22,1,0,22,22,22,18,670050022,0,23,22,0,22,0,1,10,0
23,30,23,23,4088,10,23,200000001,23,0,23,0,572,23,23,23,0,1,23,0,200500,23,0,23,1,0,23,23,23,21,670050023,0,26,23,0,23,0,1,10,0
24,30,24,24,4471,10,24,200000001,24,0,24,0,595,24,24,24,0,1,24,0,200500,24,0,24,1,0,24,24,24,21,670050024,0,26,24,0,24,0,1,10,0
25,30,25,25,4855,10,25,200000001,25,0,25,0,618,25,25,25,0,1,25,0,200500,25,0,25,1,0,25,25,25,22,670050025,0,27,25,0,25,0,1,10,0
26,30,26,26,5238,10,26,200000001,26,0,26,0,641,26,26,26,0,1,26,0,200500,26,0,26,1,0,26,26,26,22,670050026,0,27,26,0,26,0,1,10,0
27,30,27,27,5622,10,27,200000001,27,0,27,0,664,27,27,27,0,1,27,0,200500,27,0,27,1,0,27,27,27,23,670050027,0,28,27,0,27,0,1,10,0
28,30,28,28,6005,10,28,200000001,28,0,28,0,687,28,28,28,0,1,28,0,200500,28,0,28,1,0,28,28,28,23,670050028,0,28,28,0,28,0,1,10,0
29,30,29,29,6405,10,29,200000001,29,0,29,0,682,29,29,29,0,1,29,0,200500,29,0,29,1,0,29,29,29,23,670050029,0,28,29,0,29,0,1,10,0
