param_04,param_06,param_05,command_id,param_07,drama_id,param_01,command_type,param_03,param_08,param_02
"","","",6214048,"",6214,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_doya,0.2,1,6214049,0.2,6214,106611,3,0,"",wac_birthday_clap
"","","",6214050,"",6214,0.1,93,"","",""
wac_birthday_idle_normal,0.2,1,6214051,0.2,6214,106511,3,0,"",wac_birthday_clap
"","","",6214052,"",6214,2,93,"","",""
"","","",6214053,"",6214,1,131,"","",""
0,"","",6214054,"",6214,vo_wac_06214,21,0,"",vo_wac_06214_000
1,0,1,6214055,0,6214,106731,11,10,0.5,"이건, 내 생일 케이크일까?\n설마 축하받을 줄은\n예상하지 못했어~\n이노리도 참, 뭔가 꾸미고 있니?"
"","","",6214056,"",6214,0,91,"","",""
"",0.2,"",6214057,"",6214,106731,3,1,"",wac_birthday_idle_wish
"",0.2,"",6214058,"",6214,106611,3,1,"",wac_birthday_talk_anger
0,"","",6214059,"",6214,vo_wac_06214,21,0,"",vo_wac_06214_001
1,0,1,6214060,0,6214,106611,11,10,0.5,"그그그, 그렇지 않아요!?\n하려고 했지만 카야삐한테\n저지당했다……든가\n그런 일은 결코 없어입니다!"
"","","",6214061,"",6214,0,91,"","",""
"",0.2,"",6214062,"",6214,106611,3,1,"",wac_birthday_idle_normal
"",0.2,"",6214063,"",6214,106731,3,1,"",wac_birthday_talk_wish
0,"","",6214064,"",6214,vo_wac_06214,21,0,"",vo_wac_06214_002
1,0,1,6214065,0,6214,106731,11,10,0.5,"후후, 미안 미안, 농담이야~\n……후후, 고마워.\n매우 기쁘다♪"
"","","",6214066,"",6214,0,91,"","",""
"",0.2,"",6214067,"",6214,106731,3,1,"",wac_birthday_talk_smile
0,"","",6214068,"",6214,vo_wac_06214,21,0,"",vo_wac_06214_003
1,0,1,6214069,0,6214,106731,11,10,0.5,"카야도 너도, 고마워.\n응응~ 오늘은 좋은 날이네~☆\n내가 주는 답례, 기대하며 기다려줘♪"
"","","",6214070,"",6214,0,91,"","",""
"","","",6214071,"",6214,0,22,"","",""
"","","",8014001,"",8014,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,8014002,0,8014,1,1,250,wac_birthday_idle_normal,104411
170,2,-260,8014003,1,8014,1,1,256,wac_birthday_shinobu_idle_wish,103111
270,2,-310,8014004,1,8014,1,1,259,wac_birthday_idle_smile,100711
400,2,-270,8014005,1,8014,1,1,257,wac_birthday_idle_normal,102211
500,2,-310,8014006,1,8014,1,1,258,wac_birthday_idle_smile,100611
"","","",8014007,"",8014,104411,13,"","",300
"","","",8014008,"",8014,103111,13,"","",300
0,1,1,8014009,"",8014,600,31,0,"",600
0,0,1,8014010,"",8014,602,31,0,"",602
0,0,1,8014011,"",8014,603,31,0,"",603
60,1,1,8014012,"",8014,604,31,30,"",604
0,1,1,8014013,"",8014,610,31,0,"",610
0,0,1,8014014,"",8014,700,31,0,"",700
0,0,1,8014015,"",8014,701,31,0,"",701
0,0,1,8014016,"",8014,702,31,0,"",702
0,0,1,8014017,"",8014,800,31,0,"",800
60,1,1,8014018,"",8014,906,31,30,"",906
"","","",8014019,"",8014,1,93,"","",""
wac_birthday_reaction_03,0.2,1,8014020,0.2,8014,100711,3,0,"",wac_birthday_reaction_05
wac_birthday_shinobu_reaction_01,0.2,1,8014021,0.2,8014,103111,3,0,"",wac_birthday_shinobu_reaction_04
"","","",8014022,"",8014,0.1,93,"","",""
wac_birthday_reaction_04,0.2,1,8014023,0.2,8014,102211,3,0,"",wac_birthday_reaction_01
wac_birthday_reaction_03,0.2,1,8014024,0.2,8014,100611,3,0,"",wac_birthday_reaction_05
"","","",8014025,"",8014,0.3,93,"","",""
"",0.2,"",8014026,"",8014,104411,3,1,"",wac_birthday_run_01
3,"","",8014027,"",8014,104411,2,-70,"",0
"","","",8014028,"",8014,2.5,93,"","",""
"","","",8014029,"",8014,602,32,"","",1
"","","",8014030,"",8014,0.6,93,"","",""
"","","",8014031,"",8014,600,32,"","",0
"","","",8014032,"",8014,610,32,"","",0
"","","",8014033,"",8014,604,32,"","",0
"","","",8014034,"",8014,701,32,"","",1
0.01,"","",8014035,"",8014,906,33,0,"",0
wac_birthday_wish_02,0.2,1,8014036,0.2,8014,104411,3,0,"",wac_birthday_blowout_01
0.01,"","",8014037,"",8014,104411,2,-330,"",-200
"",0.2,"",8014038,"",8014,103111,3,1,"",wac_birthday_shinobu_idle_wish
0.01,"","",8014039,"",8014,103111,2,-320,"",150
"",0.2,"",8014040,"",8014,100711,3,1,"",wac_birthday_idle_smile
0.01,"","",8014041,"",8014,100711,2,-360,"",265
"",0.2,"",8014042,"",8014,102211,3,1,"",wac_birthday_idle_normal
0.01,"","",8014043,"",8014,102211,2,-320,"",400
"",0.2,"",8014044,"",8014,100611,3,1,"",wac_birthday_idle_smile
0.01,"","",8014045,"",8014,100611,2,-340,"",500
"","","",8014046,"",8014,0,93,"","",""
"","","",8014047,"",8014,800,32,"","",1
"","","",8014048,"",8014,0.7,93,"","",""
"","","",8014049,"",8014,702,32,"","",1
"","","",8014050,"",8014,0.5,93,"","",""
"","","",8014051,"",8014,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",8014052,"",8014,701,32,"","",0
"","","",8014053,"",8014,0.4,93,"","",""
"","","",8014054,"",8014,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",8014055,"",8014,700,32,"","",1
"","","",8014056,"",8014,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_shinobu_idle_wish,0.2,1,8014057,0.2,8014,103111,3,0,"",wac_birthday_shinobu_clap_to_wish
wac_birthday_idle_normal,0.2,1,8014058,0.2,8014,102211,3,0,"",wac_birthday_clap
"","","",8014059,"",8014,0.1,93,"","",""
wac_birthday_idle_smile,0.2,1,8014060,0.2,8014,100711,3,0,"",wac_birthday_clap
"","","",8014061,"",8014,0.1,93,"","",""
wac_birthday_idle_smile,0.2,1,8014062,0.2,8014,100611,3,0,"",wac_birthday_clap
"","","",8014063,"",8014,2,93,"","",""
"","","",8014064,"",8014,1,131,"","",""
0,"","",8014065,"",8014,vo_wac_08014,21,0,"",vo_wac_08014_000
1,0,1,8014066,0,8014,104411,11,10,0.5,"오오, 이 몸의 생일 축하인가!\n음음! 그대들도 밤을 통치하는 자의\n하인으로서 해야 할 행동을 이해한\n모양이구나!"
"","","",8014067,"",8014,0,91,"","",""
"",0.2,"",8014068,"",8014,104411,3,1,"",wac_birthday_idle_normal
"",0.2,"",8014069,"",8014,103111,3,1,"",wac_birthday_shinobu_talk_wish
0,"","",8014070,"",8014,vo_wac_08014,21,0,"",vo_wac_08014_002
1,0,1,8014071,0,8014,103111,11,10,0.5,"하인인지 어떤지는\n조금 모르겠지만,\n축하하고 싶어서요……\n생일, 축하드려요."
"","","",8014072,"",8014,0,91,"","",""
"",0.2,"",8014073,"",8014,103111,3,1,"",wac_birthday_shinobu_idle_wish
"",0.2,"",8014074,"",8014,104411,3,1,"",wac_birthday_talk_doya
0,"","",8014075,"",8014,vo_wac_08014,21,0,"",vo_wac_08014_003
1,0,1,8014076,0,8014,104411,11,10,0.5,"모두의 멋진 조치, 칭찬해 주마.\n그대도 달려와 주었구나.\n내 권속으로서 충실히 일하느라 수고가 많다."
"","","",8014077,"",8014,0,91,"","",""
"",0.2,"",8014078,"",8014,104411,3,1,"",wac_birthday_talk_smile
0,"","",8014079,"",8014,vo_wac_08014,21,0,"",vo_wac_08014_004
1,0,1,8014080,0,8014,104411,11,10,0.5,"후후. 긴 시간을 살아온 이 몸이\n생일로 마음이 움직일 줄이야……\n힘을 되찾은 그때는\n모두의 마음에 제대로 보답해야겠구나!"
"","","",8014081,"",8014,0,91,"","",""
"","","",8014082,"",8014,0,22,"","",""
"","","",8514001,"",8514,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,8514002,0,8514,1,1,250,wac_birthday_idle_normal,102311
200,2,-270,8514003,1,8514,1,1,256,wac_birthday_idle_wish,102111
310,2,-310,8514004,1,8514,1,1,258,wac_birthday_idle_normal,102811
445,2,-290,8514005,1,8514,1,1,257,wac_birthday_idle_smile,102511
"","","",8514006,"",8514,102311,13,"","",300
"","","",8514007,"",8514,102111,13,"","",300
0,1,1,8514008,"",8514,600,31,0,"",600
0,0,1,8514009,"",8514,602,31,0,"",602
0,0,1,8514010,"",8514,603,31,0,"",603
60,1,1,8514011,"",8514,604,31,30,"",604
0,1,1,8514012,"",8514,610,31,0,"",610
0,0,1,8514013,"",8514,700,31,0,"",700
0,0,1,8514014,"",8514,701,31,0,"",701
0,0,1,8514015,"",8514,702,31,0,"",702
0,0,1,8514016,"",8514,800,31,0,"",800
60,1,1,8514017,"",8514,907,31,30,"",907
"","","",8514018,"",8514,1,93,"","",""
wac_birthday_reaction_03,0.2,1,8514019,0.2,8514,102111,3,0,"",wac_birthday_reaction_01
"","","",8514020,"",8514,0.1,93,"","",""
wac_birthday_reaction_04,0.2,1,8514021,0.2,8514,102811,3,0,"",wac_birthday_reaction_01
wac_birthday_reaction_03,0.2,1,8514022,0.2,8514,102511,3,0,"",wac_birthday_reaction_05
"","","",8514023,"",8514,0.3,93,"","",""
"",0.2,"",8514024,"",8514,102311,3,1,"",wac_birthday_run_01
3,"","",8514025,"",8514,102311,2,-70,"",0
"","","",8514026,"",8514,2.5,93,"","",""
"","","",8514027,"",8514,602,32,"","",1
"","","",8514028,"",8514,0.6,93,"","",""
"","","",8514029,"",8514,600,32,"","",0
"","","",8514030,"",8514,610,32,"","",0
"","","",8514031,"",8514,604,32,"","",0
"","","",8514032,"",8514,701,32,"","",1
0.01,"","",8514033,"",8514,907,33,0,"",0
wac_birthday_wish_02,0.2,1,8514034,0.2,8514,102311,3,0,"",wac_birthday_blowout_01
0.01,"","",8514035,"",8514,102311,2,-330,"",-200
"",0.2,"",8514036,"",8514,102111,3,1,"",wac_birthday_idle_wish
0.01,"","",8514037,"",8514,102111,2,-320,"",180
"",0.2,"",8514038,"",8514,102811,3,1,"",wac_birthday_idle_normal
0.01,"","",8514039,"",8514,102811,2,-360,"",290
"",0.2,"",8514040,"",8514,102511,3,1,"",wac_birthday_idle_smile
0.01,"","",8514041,"",8514,102511,2,-340,"",425
"","","",8514042,"",8514,0,93,"","",""
"","","",8514043,"",8514,800,32,"","",1
"","","",8514044,"",8514,0.7,93,"","",""
"","","",8514045,"",8514,702,32,"","",1
"","","",8514046,"",8514,0.5,93,"","",""
"","","",8514047,"",8514,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",8514048,"",8514,701,32,"","",0
"","","",8514049,"",8514,0.4,93,"","",""
"","","",8514050,"",8514,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",8514051,"",8514,700,32,"","",1
"","","",8514052,"",8514,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_wish,0.2,1,8514053,0.2,8514,102111,3,0,"",wac_birthday_clap_to_wish
"","","",8514054,"",8514,0.1,93,"","",""
wac_birthday_idle_normal,0.2,1,8514055,0.2,8514,102811,3,0,"",wac_birthday_clap
"","","",8514056,"",8514,0.1,93,"","",""
wac_birthday_idle_smile,0.2,1,8514057,0.2,8514,102511,3,0,"",wac_birthday_clap
"","","",8514058,"",8514,2,93,"","",""
"","","",8514059,"",8514,1,131,"","",""
0,"","",8514060,"",8514,vo_wac_08514,21,0,"",vo_wac_08514_000
1,0,1,8514061,0,8514,102311,11,10,0.5,"와아~! 케이크다~♪\n굉장히 맛있어 보이네, 푸우키치!\n혹시…… 내 생일 케이크……?"
"","","",8514062,"",8514,0,91,"","",""
"",0.2,"",8514063,"",8514,102311,3,1,"",wac_birthday_idle_smile
"",0.2,"",8514064,"",8514,102111,3,1,"",wac_birthday_talk_smile
0,"","",8514065,"",8514,vo_wac_08514,21,0,"",vo_wac_08514_001
1,0,1,8514066,0,8514,102111,11,10,0.5,"맞아♪ 생일, 축하해♪\n오빠한테 배워서 만들었어.\n기뻐해 주면 좋겠다……♪"
"","","",8514067,"",8514,0,91,"","",""
"",0.2,"",8514068,"",8514,102111,3,1,"",wac_birthday_idle_smile
"",0.2,"",8514069,"",8514,102311,3,1,"",wac_birthday_talk_wish
0,"","",8514070,"",8514,vo_wac_08514,21,0,"",vo_wac_08514_002
1,0,1,8514071,0,8514,102311,11,10,0.5,"굉장히 기뻐!\n쿠루미랑 모두랑,\n그리고 오빠랑……\n내 소중한 사람들에게 둘러싸여서……"
"","","",8514072,"",8514,0,91,"","",""
"",0.2,"",8514073,"",8514,102311,3,1,"",wac_birthday_talk_smile
0,"","",8514074,"",8514,vo_wac_08514,21,0,"",vo_wac_08514_003
1,0,1,8514075,0,8514,102311,11,10,0.5,"정말, 행복하다……♪\n모두, 다시 한번 앞으로도 잘 부탁해!"
"","","",8514076,"",8514,0,91,"","",""
"","","",8514077,"",8514,0,22,"","",""
"","","",8614001,"",8614,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,8614002,0,8614,1,1,250,wac_birthday_idle_normal,105911
200,2,-270,8614003,1,8614,1,1,256,wac_birthday_idle_smile,106411
315,2,-310,8614004,1,8614,1,1,258,wac_birthday_idle_doya,106011
455,2,-290,8614005,1,8614,1,1,257,wac_birthday_idle_kyapi,105811
"","","",8614006,"",8614,105911,13,"","",300
"","","",8614007,"",8614,106411,13,"","",300
0,1,1,8614008,"",8614,600,31,0,"",600
0,0,1,8614009,"",8614,602,31,0,"",602
0,0,1,8614010,"",8614,603,31,0,"",603
60,1,1,8614011,"",8614,604,31,30,"",604
0,1,1,8614012,"",8614,610,31,0,"",610
0,0,1,8614013,"",8614,700,31,0,"",700
0,0,1,8614014,"",8614,701,31,0,"",701
0,0,1,8614015,"",8614,702,31,0,"",702
0,0,1,8614016,"",8614,800,31,0,"",800
60,1,1,8614017,"",8614,908,31,30,"",908
"","","",8614018,"",8614,1,93,"","",""
wac_birthday_reaction_04,0.2,1,8614019,0.2,8614,106011,3,0,"",wac_birthday_reaction_01
"","","",8614020,"",8614,0.1,93,"","",""
wac_birthday_reaction_03,0.2,1,8614021,0.2,8614,106411,3,0,"",wac_birthday_reaction_02
wac_birthday_reaction_03,0.2,1,8614022,0.2,8614,105811,3,0,"",wac_birthday_reaction_05
"","","",8614023,"",8614,0.3,93,"","",""
"",0.2,"",8614024,"",8614,105911,3,1,"",wac_birthday_run_01
3,"","",8614025,"",8614,105911,2,-70,"",0
"","","",8614026,"",8614,2.5,93,"","",""
"","","",8614027,"",8614,602,32,"","",1
"","","",8614028,"",8614,0.6,93,"","",""
"","","",8614029,"",8614,600,32,"","",0
"","","",8614030,"",8614,610,32,"","",0
"","","",8614031,"",8614,604,32,"","",0
"","","",8614032,"",8614,701,32,"","",1
0.01,"","",8614033,"",8614,908,33,0,"",0
wac_birthday_wish_04,0.2,1,8614034,0.2,8614,105911,3,0,"",wac_birthday_blowout_03
0.01,"","",8614035,"",8614,105911,2,-330,"",-200
"",0.2,"",8614036,"",8614,106411,3,1,"",wac_birthday_idle_smile
0.01,"","",8614037,"",8614,106411,2,-320,"",180
"",0.2,"",8614038,"",8614,106011,3,1,"",wac_birthday_idle_doya
0.01,"","",8614039,"",8614,106011,2,-360,"",295
"",0.2,"",8614040,"",8614,105811,3,1,"",wac_birthday_idle_kyapi
0.01,"","",8614041,"",8614,105811,2,-340,"",435
"","","",8614042,"",8614,0,93,"","",""
"","","",8614043,"",8614,800,32,"","",1
"","","",8614044,"",8614,0.7,93,"","",""
"","","",8614045,"",8614,702,32,"","",1
"","","",8614046,"",8614,0.5,93,"","",""
"","","",8614047,"",8614,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",8614048,"",8614,701,32,"","",0
"","","",8614049,"",8614,0.4,93,"","",""
"","","",8614050,"",8614,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",8614051,"",8614,700,32,"","",1
"","","",8614052,"",8614,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_smile,0.2,1,8614053,0.2,8614,106411,3,0,"",wac_birthday_clap
"","","",8614054,"",8614,0.1,93,"","",""
wac_birthday_idle_doya,0.2,1,8614055,0.2,8614,106011,3,0,"",wac_birthday_clap
"","","",8614056,"",8614,0.1,93,"","",""
wac_birthday_idle_kyapi,0.2,1,8614057,0.2,8614,105811,3,0,"",wac_birthday_clap
"","","",8614058,"",8614,2,93,"","",""
"","","",8614059,"",8614,1,131,"","",""
0,"","",8614060,"",8614,vo_wac_08614,21,0,"",vo_wac_08614_000
1,0,1,8614061,0,8614,105911,11,10,0.5,"이 케이크…… 거기다 장식은……\n여러분!\n저를 위해, 이러한……\n뭐라고 감사의 말씀을 드려야……"
"","","",8614062,"",8614,0,91,"","",""
"",0.2,"",8614063,"",8614,105911,3,1,"",wac_birthday_idle_wish
"",0.2,"",8614064,"",8614,106411,3,1,"",wac_birthday_talk_normal
0,"","",8614065,"",8614,vo_wac_08614,21,0,"",vo_wac_08614_001
1,0,1,8614066,0,8614,106411,11,10,0.5,"우리는 모두, 같은 식탁에 둘러앉는\n가족이니까.\n소중한 가족의 특별한 날을\n축하하는 건 당연한 일이야."
"","","",8614067,"",8614,0,91,"","",""
"",0.2,"",8614068,"",8614,106411,3,1,"",wac_birthday_talk_smile
0,"","",8614069,"",8614,vo_wac_08614,21,0,"",vo_wac_08614_002
1,0,1,8614070,0,8614,106411,11,10,0.5,"다시 한번, 생일 축하해.\n콧코로 씨!"
"","","",8614071,"",8614,0,91,"","",""
"",0.2,"",8614072,"",8614,106411,3,1,"",wac_birthday_idle_smile
"",0.2,"",8614073,"",8614,105911,3,1,"",wac_birthday_talk_wish
0,"","",8614074,"",8614,vo_wac_08614,21,0,"",vo_wac_08614_003
1,0,1,8614075,0,8614,105911,11,10,0.5,"셰피 님……!\n페코린느 님, 캬루 님……\n거기다 주인님도.\n정말로, 정말로 고맙습니다."
"","","",8614076,"",8614,0,91,"","",""
"",0.2,"",8614077,"",8614,105911,3,1,"",wac_birthday_talk_smile
0,"","",8614078,"",8614,vo_wac_08614,21,0,"",vo_wac_08614_004
1,0,1,8614079,0,8614,105911,11,10,0.5,"여러분과 함께, 오늘이라는 날을,\n이러한 형태로 맞이할 수 있어서……\n저는 정말로,\n행운아입니다."
"","","",8614080,"",8614,0,91,"","",""
"","","",8614081,"",8614,0,22,"","",""
"","","",10914001,"",10914,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,10914002,0,10914,1,1,250,wac_birthday_idle_normal,104211
230,2,-270,10914003,1,10914,1,1,256,wac_birthday_idle_normal,105411
410,2,-310,10914004,1,10914,1,1,257,wac_birthday_idle_smile,102911
"","","",10914005,"",10914,104211,13,"","",300
"","","",10914006,"",10914,105411,13,"","",300
"","","",10914007,"",10914,102911,13,"","",300
0,0,1,10914008,"",10914,500,31,0,"",500
0,1,1,10914009,"",10914,600,31,0,"",600
0,0,1,10914010,"",10914,602,31,0,"",602
0,0,1,10914011,"",10914,603,31,0,"",603
60,1,1,10914012,"",10914,604,31,30,"",604
0,1,1,10914013,"",10914,612,31,0,"",612
0,0,1,10914014,"",10914,700,31,0,"",700
0,0,1,10914015,"",10914,701,31,0,"",701
0,0,1,10914016,"",10914,702,31,0,"",702
0,0,1,10914017,"",10914,800,31,0,"",800
60,1,1,10914018,"",10914,909,31,30,"",909
"","","",10914019,"",10914,1,93,"","",""
wac_birthday_reaction_03,0.2,1,10914020,0.2,10914,102911,3,0,"",wac_birthday_reaction_02
"","","",10914021,"",10914,0.1,93,"","",""
wac_birthday_reaction_04,0.2,1,10914022,0.2,10914,105411,3,0,"",wac_birthday_reaction_01
"","","",10914023,"",10914,0.3,93,"","",""
"",0.2,"",10914024,"",10914,104211,3,1,"",wac_birthday_run_01
3,"","",10914025,"",10914,104211,2,-70,"",0
"","","",10914026,"",10914,2.5,93,"","",""
"","","",10914027,"",10914,602,32,"","",1
"","","",10914028,"",10914,0.6,93,"","",""
"","","",10914029,"",10914,500,32,"","",1
"","","",10914030,"",10914,600,32,"","",0
"","","",10914031,"",10914,612,32,"","",0
"","","",10914032,"",10914,604,32,"","",0
"","","",10914033,"",10914,701,32,"","",1
0.01,"","",10914034,"",10914,909,33,0,"",0
wac_birthday_wish_05,0.2,1,10914035,0.2,10914,104211,3,0,"",wac_birthday_blowout_03
0.01,"","",10914036,"",10914,104211,2,-330,"",-200
"",0.2,"",10914037,"",10914,105411,3,1,"",wac_birthday_idle_normal
0.01,"","",10914038,"",10914,105411,2,-320,"",180
"",0.2,"",10914039,"",10914,102911,3,1,"",wac_birthday_idle_smile
0.01,"","",10914040,"",10914,102911,2,-340,"",320
"","","",10914041,"",10914,0,93,"","",""
"","","",10914042,"",10914,800,32,"","",1
"","","",10914043,"",10914,0.7,93,"","",""
"","","",10914044,"",10914,702,32,"","",1
"","","",10914045,"",10914,0.5,93,"","",""
"","","",10914046,"",10914,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",10914047,"",10914,701,32,"","",0
"","","",10914048,"",10914,0.4,93,"","",""
"","","",10914049,"",10914,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",10914050,"",10914,700,32,"","",1
"","","",10914051,"",10914,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_normal,0.2,1,10914052,0.2,10914,105411,3,0,"",wac_birthday_clap
"","","",10914053,"",10914,0.1,93,"","",""
wac_birthday_idle_smile,0.2,1,10914054,0.2,10914,102911,3,0,"",wac_birthday_clap
"","","",10914055,"",10914,2,93,"","",""
"","","",10914056,"",10914,1,131,"","",""
0,"","",10914057,"",10914,vo_wac_10914,21,0,"",vo_wac_10914_000
1,0,1,10914058,0,10914,104211,11,10,0.5,"와아…… 고맙습니다.\n당신과 카르미나 멤버들에게\n축하를 받다니……\n너무 기뻐요♪"
"","","",10914059,"",10914,0,91,"","",""
"",0.2,"",10914060,"",10914,104211,3,1,"",wac_birthday_idle_smile
"",0.2,"",10914061,"",10914,105411,3,1,"",wac_birthday_talk_doya
0,"","",10914062,"",10914,vo_wac_10914,21,0,"",vo_wac_10914_001
1,0,1,10914063,0,10914,105411,11,10,0.5,"저로서는 카르미나끼리만 축하해도\n좋았겠지만요.\n기사님이 꼭 함께\n축하하고 싶다고 해서……"
"","","",10914064,"",10914,0,91,"","",""
"",0.2,"",10914065,"",10914,105411,3,1,"",wac_birthday_idle_doya
"",0.2,"",10914066,"",10914,102911,3,1,"",wac_birthday_talk_smile
0,"","",10914067,"",10914,vo_wac_10914,21,0,"",vo_wac_10914_002
1,0,1,10914068,0,10914,102911,11,10,0.5,"후훗, 츠무기도 사실은\n네가 오는 걸 기대하고 있었다고?\n나도 치카의 생일을 다 함께\n축하할 수 있어서 기뻐♪"
"","","",10914069,"",10914,0,91,"","",""
"",0.2,"",10914070,"",10914,102911,3,1,"",wac_birthday_idle_smile
"",0.2,"",10914071,"",10914,104211,3,1,"",wac_birthday_talk_wish
0,"","",10914072,"",10914,vo_wac_10914,21,0,"",vo_wac_10914_003
1,0,1,10914073,0,10914,104211,11,10,0.5,"이런 멋진 케이크까지……\n당신도 도와주신 거군요.\n항상 저희를 위해서 여러 가지로……\n정말로 고맙습니다♪"
"","","",10914074,"",10914,0,91,"","",""
"","","",10914075,"",10914,0,22,"","",""
"","","",11214001,"",11214,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,11214002,0,11214,1,1,250,wac_birthday_idle_normal,104011
230,2,-270,11214003,1,11214,1,1,256,wac_birthday_idle_wish,101511
410,2,-310,11214004,1,11214,1,1,257,wac_birthday_idle_smile,101211
"","","",11214005,"",11214,104011,13,"","",300
"","","",11214006,"",11214,101511,13,"","",300
"","","",11214007,"",11214,101211,13,"","",300
0,0,1,11214008,"",11214,500,31,0,"",500
0,1,1,11214009,"",11214,600,31,0,"",600
0,0,1,11214010,"",11214,602,31,0,"",602
0,0,1,11214011,"",11214,603,31,0,"",603
60,1,1,11214012,"",11214,604,31,30,"",604
0,1,1,11214013,"",11214,612,31,0,"",612
0,0,1,11214014,"",11214,700,31,0,"",700
0,0,1,11214015,"",11214,701,31,0,"",701
0,0,1,11214016,"",11214,702,31,0,"",702
0,0,1,11214017,"",11214,800,31,0,"",800
60,1,1,11214018,"",11214,910,31,30,"",910
"","","",11214019,"",11214,1,93,"","",""
wac_birthday_reaction_03,0.2,1,11214020,0.2,11214,101211,3,0,"",wac_birthday_reaction_05
